,fontforge.csv,jfreereport.csv,freelords.csv,super-tux.csv
fontforge.csv,0.0,2.0,0.0,0.0
freelords.csv,8.0,2.0,0.0,0.0
jfreereport.csv,1.0,0.0,1.0,0.0
super-tux.csv,1.0,0.0,0.0,0.0
