,fontforge.csv,jfreereport.csv,freelords.csv,super-tux.csv
fontforge.csv,0.93,0.42,0.26,0.29
freelords.csv,0.2,0.55,0.99,0.61
jfreereport.csv,0.37,0.91,0.44,0.33
super-tux.csv,0.35,0.6,0.55,1.0
