,fontforge.csv,jfreereport.csv,freelords.csv,super-tux.csv
fontforge.csv,0.94,0.22,0.33,0.39
freelords.csv,0.22,0.24,0.99,0.82
jfreereport.csv,0.33,0.93,0.56,0.55
super-tux.csv,0.59,0.26,0.65,1.0
