,fontforge.csv,jfreereport.csv,freelords.csv,super-tux.csv
fontforge.csv,0.52,0.76,0.74,0.72
freelords.csv,0.92,0.48,0.42,0.53
jfreereport.csv,0.53,0.99,0.65,0.88
super-tux.csv,0.32,0.45,0.51,0.44
