,fontforge.csv,jfreereport.csv,freelords.csv,super-tux.csv
fontforge.csv,0.92,0.38,0.22,0.25
freelords.csv,0.17,0.81,0.99,0.71
jfreereport.csv,0.38,0.89,0.48,0.39
super-tux.csv,0.92,0.63,0.53,1.0
