,fontforge.csv,jfreereport.csv,freelords.csv,super-tux.csv
fontforge.csv,0.03,0.32,0.21,0.2
freelords.csv,0.29,0.76,0.0,0.6
jfreereport.csv,0.68,0.0,0.68,0.8
super-tux.csv,0.9,0.5,0.32,0.0
