,jlinalg.csv,arcallians.csv,yale.csv,qmmp.csv
arcallians.csv,1.04,0.03,0.64,0.75
jlinalg.csv,0.0,0.63,0.73,0.65
qmmp.csv,0.49,0.53,0.56,0.03
yale.csv,0.68,0.89,0.06,0.97
