,jlinalg.csv,arcallians.csv,yale.csv,qmmp.csv
arcallians.csv,0.23,0.98,0.46,0.29
jlinalg.csv,1.0,0.67,0.59,0.68
qmmp.csv,0.59,0.58,0.58,0.98
yale.csv,0.37,0.43,0.95,0.35
