,xbrlapi.csv,vdsf.csv,maidsafe-dht.csv,dvt.csv,gotjava.csv,htmlunit.csv,jaxen.csv,emulemorph.csv,jguard.csv,empserver.csv,kowari.csv,mimosa.csv,google-web-toolkit.csv
dvt.csv,0.6,0.06,0.07,0.93,1.0,0.3,0.0,0.0,0.77,0.44,0.14,0.45,0.32
empserver.csv,0.62,0.86,0.29,0.36,1.0,0.75,0.2,0.17,0.4,1.0,0.57,0.71,0.46
emulemorph.csv,0.0,0.0,0.0,0.02,0.0,0.01,0.0,0.67,0.27,0.0,0.0,0.03,0.02
google-web-toolkit.csv,0.31,0.41,0.43,0.45,1.0,0.57,0.4,0.0,0.7,0.19,0.71,0.5,1.0
htmlunit.csv,0.24,0.77,0.14,0.1,0.0,0.99,0.6,0.17,0.17,0.25,0.43,0.32,0.28
jaxen.csv,0.02,0.07,0.0,0.05,0.0,0.08,1.0,0.0,0.0,0.0,0.14,0.05,0.03
jguard.csv,0.69,0.89,0.29,0.81,1.0,0.85,0.8,0.5,0.97,0.78,0.71,0.79,0.51
kowari.csv,0.12,0.03,0.0,0.14,0.0,0.14,0.0,0.0,0.0,0.08,1.0,0.0,0.04
maidsafe-dht.csv,0.02,0.06,1.0,0.07,0.0,0.09,0.4,0.33,0.1,0.03,0.0,0.0,0.06
mimosa.csv,0.6,1.0,0.64,0.81,1.0,0.8,0.8,0.67,0.57,0.5,0.86,1.0,0.55
vdsf.csv,0.95,0.86,0.79,0.9,1.0,0.91,0.8,1.0,0.93,0.94,0.86,0.82,0.89
xbrlapi.csv,0.95,0.94,0.29,0.33,0.0,0.62,0.2,0.33,0.3,0.97,0.14,0.74,0.43
