,xbrlapi.csv,vdsf.csv,maidsafe-dht.csv,dvt.csv,gotjava.csv,htmlunit.csv,jaxen.csv,emulemorph.csv,jguard.csv,empserver.csv,kowari.csv,mimosa.csv,google-web-toolkit.csv
dvt.csv,0.52,0.09,0.08,0.96,0.01,0.23,0.0,0.0,0.47,0.46,0.08,0.4,0.41
empserver.csv,0.56,0.16,0.19,0.38,0.01,0.46,0.04,0.05,0.41,0.99,0.17,0.61,0.53
emulemorph.csv,0.0,0.0,0.0,0.03,0.0,0.02,0.0,0.8,0.28,0.0,0.0,0.04,0.04
google-web-toolkit.csv,0.35,0.09,0.22,0.36,0.01,0.43,0.11,0.0,0.51,0.3,0.2,0.5,1.0
htmlunit.csv,0.35,0.14,0.18,0.13,0.0,0.99,0.26,0.1,0.24,0.32,0.2,0.33,0.39
jaxen.csv,0.05,0.09,0.0,0.09,0.0,0.15,1.0,0.0,0.0,0.0,0.25,0.1,0.06
jguard.csv,0.6,0.15,0.19,0.57,0.01,0.49,0.12,0.1,0.98,0.7,0.22,0.71,0.55
kowari.csv,0.19,0.05,0.0,0.24,0.0,0.21,0.0,0.0,0.0,0.15,1.0,0.0,0.07
maidsafe-dht.csv,0.04,0.08,1.0,0.12,0.0,0.16,0.31,0.2,0.17,0.05,0.0,0.0,0.12
mimosa.csv,0.53,0.16,0.31,0.58,0.01,0.48,0.14,0.13,0.49,0.56,0.22,1.0,0.58
vdsf.csv,0.69,0.9,0.29,0.47,0.0,0.45,0.1,0.11,0.49,0.66,0.14,0.56,0.7
xbrlapi.csv,0.98,0.17,0.13,0.33,0.0,0.44,0.03,0.06,0.32,0.67,0.04,0.7,0.49
