,xbrlapi.csv,vdsf.csv,maidsafe-dht.csv,dvt.csv,gotjava.csv,htmlunit.csv,jaxen.csv,emulemorph.csv,jguard.csv,empserver.csv,kowari.csv,mimosa.csv,google-web-toolkit.csv
dvt.csv,0.46,0.13,0.1,1.0,0.01,0.19,0.0,0.0,0.34,0.48,0.05,0.37,0.55
empserver.csv,0.51,0.09,0.14,0.41,0.0,0.33,0.02,0.03,0.43,0.97,0.1,0.54,0.62
emulemorph.csv,0.0,0.0,0.0,0.03,0.0,0.25,0.0,1.0,0.29,0.0,0.0,0.12,0.5
google-web-toolkit.csv,0.41,0.05,0.15,0.29,0.0,0.35,0.07,0.0,0.4,0.7,0.11,0.5,1.0
htmlunit.csv,0.67,0.08,0.25,0.19,0.0,1.0,0.17,0.07,0.45,0.43,0.13,0.35,0.63
jaxen.csv,0.5,0.13,0.0,0.4,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.7
jguard.csv,0.54,0.08,0.14,0.44,0.0,0.34,0.07,0.05,1.0,0.64,0.13,0.64,0.59
kowari.csv,0.5,0.6,0.0,0.86,0.0,0.48,0.0,0.0,0.0,0.6,1.0,0.0,0.8
maidsafe-dht.csv,0.25,0.12,1.0,0.3,0.0,0.67,0.25,0.14,0.5,0.33,0.0,0.0,0.68
mimosa.csv,0.48,0.09,0.2,0.45,0.0,0.34,0.08,0.07,0.44,0.64,0.13,1.0,0.62
vdsf.csv,0.54,0.95,0.18,0.32,0.0,0.3,0.05,0.06,0.33,0.51,0.08,0.43,0.57
xbrlapi.csv,1.0,0.09,0.09,0.32,0.0,0.34,0.02,0.03,0.33,0.51,0.02,0.67,0.56
