,kvs.csv,fltk.csv,phet.csv,blue-c.csv,voms.csv,jbasic.csv,apertium.csv,smarttag.csv,vrjuggler.csv,sumatrapdf.csv,monetdb.csv,wheat.csv,repositorium.csv,projecteqemu.csv,free-evolution.csv,icescrum.csv,factor.csv
apertium.csv,0.24,0.11,0.47,0.27,0.26,0.69,0.82,0.58,0.67,0.45,0.13,0.17,0.21,0.26,0.11,0.76,0.06
blue-c.csv,0.28,0.5,0.5,0.77,0.48,0.73,0.26,0.0,0.14,0.72,0.48,0.41,0.51,0.65,0.6,0.6,0.75
factor.csv,0.12,0.25,0.16,0.16,0.26,0.02,0.18,0.44,0.0,0.37,0.07,0.13,0.0,0.04,0.14,0.46,0.92
fltk.csv,0.18,0.72,0.62,0.65,0.36,0.52,0.38,0.21,0.07,0.57,0.66,0.17,0.11,0.78,0.43,0.59,0.76
free-evolution.csv,0.49,0.34,0.42,0.27,0.47,0.49,0.65,0.51,0.35,0.21,0.69,0.63,0.63,0.56,0.66,0.63,0.06
icescrum.csv,0.45,0.4,0.23,0.45,0.26,0.63,0.6,0.76,0.41,0.27,0.55,0.41,0.0,0.68,0.43,0.87,0.68
jbasic.csv,0.47,0.42,0.0,0.0,0.47,0.78,0.27,0.45,0.6,0.0,0.21,0.13,0.0,0.0,0.6,0.48,0.16
kvs.csv,0.72,0.29,0.36,0.0,0.58,0.38,0.57,0.09,0.67,0.53,0.44,0.25,0.48,0.5,0.07,0.69,0.02
monetdb.csv,0.06,0.06,0.17,0.12,0.0,0.17,0.05,0.17,0.07,0.23,0.65,0.21,0.63,0.63,0.34,0.3,0.51
phet.csv,0.2,0.24,0.64,0.0,0.2,0.44,0.32,0.09,0.62,0.28,0.33,0.48,0.13,0.19,0.42,0.29,0.42
projecteqemu.csv,0.12,0.46,0.14,0.52,0.0,0.67,0.69,0.63,0.14,0.62,0.58,0.09,0.0,0.76,0.44,0.74,0.06
repositorium.csv,0.38,0.43,0.24,0.04,0.43,0.0,0.0,0.0,0.0,0.16,0.31,0.44,0.86,0.31,0.42,0.24,0.18
smarttag.csv,0.06,0.5,0.39,0.55,0.47,0.06,0.52,0.61,0.07,0.04,0.36,0.0,0.21,0.48,0.18,0.41,0.56
sumatrapdf.csv,0.43,0.49,0.5,0.0,0.44,0.32,0.13,0.0,0.28,0.78,0.33,0.45,0.3,0.33,0.61,0.45,0.63
voms.csv,0.18,0.66,0.17,0.2,0.88,0.19,0.22,0.54,0.14,0.62,0.64,0.25,0.41,0.68,0.31,0.64,0.18
vrjuggler.csv,0.48,0.55,0.48,0.16,0.51,0.17,0.44,0.25,0.57,0.19,0.23,0.29,0.31,0.36,0.37,0.41,0.47
wheat.csv,0.5,0.32,0.37,0.65,0.13,0.37,0.59,0.4,0.46,0.51,0.65,0.68,0.36,0.4,0.56,0.63,0.48
