,qtractor.csv,quarkplayer.csv,open-data-kit.csv,turbotrader-bos.csv,ng4j.csv
ng4j.csv,0.64,0.55,0.58,0.55,0.7
open-data-kit.csv,0.37,0.4,0.46,0.44,0.53
qtractor.csv,0.46,0.45,0.38,0.4,0.92
quarkplayer.csv,0.83,0.93,0.97,0.82,0.75
turbotrader-bos.csv,0.62,0.72,0.92,0.48,0.76
