,qtractor.csv,quarkplayer.csv,open-data-kit.csv,turbotrader-bos.csv,ng4j.csv
ng4j.csv,0.71,0.69,0.66,0.64,0.47
open-data-kit.csv,0.63,0.82,0.31,0.7,0.6
qtractor.csv,0.43,0.66,0.43,0.5,0.5
quarkplayer.csv,0.87,0.4,0.87,0.7,1.0
turbotrader-bos.csv,0.65,0.67,0.86,0.38,0.62
