,olap-navigator.csv,sepgsql.csv,phonon-vlc-mplayer.csv,arcallians.csv,gretl.csv,fceugc.csv,unflobtactical.csv,autat.csv,jasperreports.csv,fido.csv,passwordsafe.csv,moast.csv,biopax.csv,exl.csv,ng4j.csv,jmule.csv
arcallians.csv,0.53,0.67,0.69,0.56,0.49,0.56,0.47,0.47,0.64,0.52,0.67,0.4,0.53,0.45,0.75,0.53
autat.csv,0.76,0.42,0.63,0.53,0.47,0.67,0.91,0.88,0.99,0.92,0.93,0.57,0.93,0.64,0.88,0.58
biopax.csv,0.49,0.61,0.49,0.49,0.62,0.35,0.38,0.39,0.47,0.34,0.41,0.38,0.48,0.46,0.47,0.44
exl.csv,0.43,0.43,0.61,0.54,0.36,0.42,0.41,0.39,0.53,0.64,0.49,0.39,0.54,0.44,0.62,0.59
fceugc.csv,0.58,0.43,0.94,0.77,0.52,0.62,0.53,0.6,0.58,0.68,0.83,0.54,0.64,0.42,0.58,0.9
fido.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.67,0.0,0.0,0.0,0.0,0.0,0.0
gretl.csv,0.42,0.37,0.52,0.38,0.43,0.36,0.37,0.38,0.49,0.4,0.46,0.51,0.58,0.48,0.47,0.32
jasperreports.csv,0.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0
jmule.csv,0.48,0.42,0.68,0.44,0.39,0.88,0.78,0.58,0.53,0.83,0.95,0.89,0.84,0.83,0.82,0.5
moast.csv,0.43,0.42,0.52,0.48,0.44,0.5,0.38,0.42,0.51,0.44,0.49,0.42,0.45,0.64,0.38,0.47
ng4j.csv,0.5,0.64,0.91,0.62,0.54,0.83,0.91,0.62,0.71,0.85,0.86,0.94,0.5,0.46,0.8,0.46
olap-navigator.csv,0.53,0.64,0.6,0.5,0.53,0.52,0.36,0.5,0.52,0.45,0.52,0.39,0.62,0.41,0.57,0.55
passwordsafe.csv,0.46,0.41,0.75,0.59,0.48,0.5,0.38,0.48,0.59,0.41,0.63,0.95,0.47,0.47,0.59,0.75
phonon-vlc-mplayer.csv,0.64,0.48,0.9,0.72,0.65,0.86,0.55,0.54,0.53,0.34,0.81,0.41,0.49,0.43,0.49,0.68
sepgsql.csv,0.67,0.96,0.89,0.0,0.5,0.9,0.0,0.0,0.83,0.0,0.94,0.0,0.83,0.5,0.0,0.0
unflobtactical.csv,0.92,0.98,0.73,0.65,0.67,0.76,0.47,0.82,0.69,0.63,0.73,0.94,0.86,0.52,0.79,0.89
