,rezilla.csv,webdriver.csv,minig.csv,jparsec.csv,kmess.csv
jparsec.csv,0.09,0.49,0.64,0.94,0.0
kmess.csv,0.34,0.19,0.18,0.19,0.99
minig.csv,0.41,0.46,0.94,0.16,0.45
rezilla.csv,1.0,0.17,0.32,0.58,0.57
webdriver.csv,0.06,0.98,0.45,0.42,0.51
