,rezilla.csv,webdriver.csv,minig.csv,jparsec.csv,kmess.csv
jparsec.csv,0.36,0.41,0.4,0.57,0.41
kmess.csv,0.63,0.92,0.92,0.79,0.49
minig.csv,0.69,0.53,0.58,0.94,0.46
rezilla.csv,0.68,0.36,0.38,0.41,0.39
webdriver.csv,0.8,0.52,0.57,0.5,0.51
