,qpe.csv,sepgsql.csv,ldview.csv,monetdb.csv,xpontus.csv,netatalk.csv,fmri-dmt.csv,synergyspace.csv,quark.csv,illumination.csv,gss.csv,olex2.csv,ftm.csv,arm-webradio.csv,fulguro.csv
arm-webradio.csv,0.74,1.0,0.57,0.45,1.0,0.71,0.67,0.42,0.92,0.59,0.47,0.82,0.82,1.0,0.45
fmri-dmt.csv,0.03,0.3,0.1,0.04,0.0,0.14,0.83,0.0,0.23,0.0,0.03,0.23,0.05,0.31,0.27
ftm.csv,0.79,0.96,0.52,0.64,1.0,0.86,0.5,0.42,0.85,0.35,0.43,0.62,0.95,0.71,0.36
fulguro.csv,0.44,0.37,0.24,0.04,0.0,0.14,0.17,0.23,0.0,0.06,0.13,0.07,0.31,0.06,0.91
gss.csv,0.9,0.85,0.86,0.74,1.0,0.71,0.67,0.73,0.85,0.71,1.0,0.77,0.7,0.8,0.64
illumination.csv,0.23,0.3,0.62,0.6,1.0,0.36,0.33,0.62,0.92,0.88,0.73,0.07,0.26,0.4,0.27
ldview.csv,0.49,0.78,1.0,0.81,0.0,0.29,0.33,0.19,0.15,0.12,0.33,0.6,0.3,0.57,0.55
monetdb.csv,0.41,0.67,0.67,0.91,0.0,0.29,0.17,0.38,0.62,0.35,0.37,0.52,0.67,0.46,0.27
netatalk.csv,0.62,0.93,0.29,0.47,1.0,0.93,0.5,0.19,0.77,0.18,0.33,0.35,0.43,0.2,0.27
olex2.csv,0.62,0.67,0.14,0.62,0.0,0.29,0.83,0.5,0.62,0.47,0.5,0.97,0.49,0.31,0.64
qpe.csv,0.95,0.19,0.57,0.57,0.0,0.43,0.67,0.62,0.85,0.24,0.9,0.1,0.7,0.31,0.27
quark.csv,0.0,0.0,0.14,0.28,0.0,0.0,0.0,0.0,1.0,0.0,0.1,0.0,0.13,0.03,0.09
sepgsql.csv,0.13,0.81,0.14,0.17,0.0,0.21,0.0,0.62,0.31,0.06,0.47,0.1,0.08,0.14,0.18
synergyspace.csv,0.1,0.07,0.1,0.02,0.0,0.0,0.0,0.88,0.0,0.06,0.03,0.0,0.02,0.03,0.0
