,qpe.csv,sepgsql.csv,ldview.csv,monetdb.csv,xpontus.csv,netatalk.csv,fmri-dmt.csv,synergyspace.csv,quark.csv,illumination.csv,gss.csv,olex2.csv,ftm.csv,arm-webradio.csv,fulguro.csv
arm-webradio.csv,0.14,0.05,0.33,0.33,0.01,0.33,0.1,0.21,0.2,0.18,0.48,0.47,0.51,0.95,0.08
fmri-dmt.csv,0.06,0.11,0.17,0.29,0.0,0.5,1.0,0.0,0.3,0.0,0.5,0.5,0.2,0.5,0.11
ftm.csv,0.15,0.05,0.55,0.5,0.02,0.48,0.1,0.16,0.28,0.23,0.68,0.57,0.98,0.23,0.11
fulguro.csv,0.08,0.05,0.71,0.17,0.0,0.5,0.05,0.25,0.0,0.05,0.8,0.57,0.44,0.17,1.0
gss.csv,0.1,0.06,0.44,0.39,0.01,0.45,0.1,0.23,0.21,0.27,1.0,0.52,0.52,0.23,0.14
illumination.csv,0.05,0.05,0.38,0.34,0.03,0.25,0.15,0.24,0.23,1.0,0.71,0.5,0.47,0.16,0.1
ldview.csv,0.07,0.06,1.0,0.44,0.0,0.2,0.08,0.13,0.15,0.14,0.48,0.62,0.44,0.3,0.13
monetdb.csv,0.13,0.08,0.34,1.0,0.0,0.29,0.05,0.18,0.31,0.2,0.73,0.52,0.48,0.47,0.06
netatalk.csv,0.2,0.05,0.55,0.5,0.02,1.0,0.12,0.22,0.27,0.18,0.91,0.6,0.7,0.44,0.08
olex2.csv,0.16,0.07,0.38,0.45,0.0,0.33,0.15,0.22,0.19,0.29,0.94,0.98,0.6,0.18,0.2
qpe.csv,1.0,0.05,0.33,0.34,0.0,0.26,0.11,0.26,0.2,0.25,0.61,0.55,0.48,0.14,0.11
quark.csv,0.0,0.0,0.6,0.68,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.73,1.0,0.5
sepgsql.csv,0.03,0.96,0.2,0.16,0.0,0.27,0.0,0.23,0.14,0.14,0.78,0.67,0.36,0.31,0.07
synergyspace.csv,0.08,0.14,0.4,0.25,0.0,0.0,0.0,1.0,0.0,0.2,1.0,0.0,0.17,0.25,0.0
