,qpe.csv,sepgsql.csv,ldview.csv,monetdb.csv,xpontus.csv,netatalk.csv,fmri-dmt.csv,synergyspace.csv,quark.csv,illumination.csv,gss.csv,olex2.csv,ftm.csv,arm-webradio.csv,fulguro.csv
arm-webradio.csv,0.59,0.42,0.58,0.6,0.43,0.47,0.36,0.58,0.36,0.45,0.48,0.38,0.41,0.7,0.52
fmri-dmt.csv,0.94,0.99,0.92,0.86,0.94,0.75,0.8,0.67,0.9,0.86,0.5,0.96,0.93,0.95,0.89
ftm.csv,0.54,0.42,0.6,0.43,0.41,0.44,0.42,0.66,0.38,0.58,0.53,0.49,0.56,0.64,0.59
fulguro.csv,0.79,0.83,0.86,0.92,0.96,0.75,0.79,0.96,0.0,0.95,0.8,0.86,0.98,0.92,0.9
gss.csv,0.42,0.34,0.49,0.39,0.37,0.36,0.34,0.47,0.34,0.42,0.4,0.36,0.37,0.57,0.41
illumination.csv,0.76,0.55,0.59,0.57,0.57,0.75,0.92,0.66,0.38,0.87,0.45,0.88,0.82,0.77,0.83
ldview.csv,0.78,0.51,0.67,0.56,0.82,0.75,0.64,0.92,0.92,0.93,0.67,0.57,0.98,0.68,0.7
monetdb.csv,0.67,0.59,0.59,0.6,0.67,0.79,0.74,0.74,0.5,0.53,0.73,0.55,0.53,0.79,0.57
netatalk.csv,0.61,0.44,0.55,0.55,0.6,0.69,0.5,0.78,0.38,0.71,0.73,0.71,0.62,0.94,0.5
olex2.csv,0.66,0.39,0.75,0.43,0.38,0.67,0.44,0.63,0.4,0.61,0.62,0.51,0.5,0.68,0.49
qpe.csv,0.97,0.99,0.56,0.59,0.54,0.65,0.49,0.62,0.39,0.94,0.36,0.91,0.58,0.8,0.86
quark.csv,0.67,0.0,0.8,0.95,0.93,0.0,0.5,0.0,0.85,0.67,0.67,0.0,0.91,0.0,0.5
sepgsql.csv,0.83,0.96,0.93,0.86,0.5,0.91,0.9,0.71,0.64,0.86,0.67,0.89,0.93,0.94,0.78
synergyspace.csv,0.98,0.93,0.8,0.75,0.9,0.5,0.86,0.96,0.0,0.8,0.0,0.5,0.83,0.75,0.5
