,hatari.csv,nullc.csv,superwaba.csv,lmms.csv,etherboot.csv,vienna-add-in.csv,voms.csv,tycho.csv,fityk.csv,mecat.csv,wsmt.csv,oscarmcmaster.csv
etherboot.csv,0.5,0.82,0.0,0.0,0.34,0.68,0.14,0.55,0.64,0.05,0.57,0.0
fityk.csv,0.56,0.96,0.36,0.67,0.29,0.64,0.15,0.58,0.74,0.05,0.57,0.24
hatari.csv,0.63,0.78,0.37,0.66,0.27,0.68,0.13,0.83,0.68,0.05,0.62,0.19
lmms.csv,0.73,0.89,0.57,0.76,0.35,0.68,0.22,0.71,0.8,0.08,0.69,0.26
mecat.csv,0.75,1.0,0.62,0.88,0.25,0.5,0.25,0.0,1.0,0.3,0.0,0.4
nullc.csv,0.51,1.0,0.34,0.72,0.26,0.71,0.1,0.59,0.69,0.08,0.2,0.32
oscarmcmaster.csv,0.44,1.0,0.75,0.73,0.38,0.63,0.17,0.57,0.66,0.1,0.35,0.31
superwaba.csv,0.53,0.88,0.63,0.73,0.33,0.6,0.14,0.67,0.66,0.04,0.55,0.23
tycho.csv,0.57,1.0,0.39,0.78,0.29,0.73,0.13,0.84,0.73,0.07,0.77,0.34
vienna-add-in.csv,0.45,0.9,0.27,0.65,0.25,0.79,0.14,0.6,0.66,0.02,0.0,0.28
voms.csv,0.55,1.0,0.38,0.75,0.32,0.67,0.44,0.64,0.77,0.07,0.36,0.26
wsmt.csv,0.0,0.67,0.46,0.6,0.5,0.6,0.0,1.0,0.0,0.0,0.81,0.2
