,openwbem.csv,nova.csv,crisscross.csv,mb-unit.csv,mvdsv.csv,ivataopenportal.csv,elynx.csv,cascading.csv,xcmetadataservicestoolkit.csv,gnome-jabber.csv,glelite.csv,olex2.csv,tencompetence.csv,gisgraphy.csv
cascading.csv,0.57,0.27,0.45,0.62,0.73,0.38,0.0,0.67,0.55,0.02,0.55,0.55,0.29,0.68
crisscross.csv,0.13,0.0,0.71,0.42,0.0,0.56,0.09,0.49,0.0,0.0,0.29,0.17,0.42,0.35
gisgraphy.csv,0.33,0.0,0.38,0.2,0.68,0.02,0.0,0.32,0.25,0.29,0.13,0.54,0.05,0.74
glelite.csv,0.48,0.44,0.59,0.49,0.0,0.05,0.13,0.24,0.0,0.0,0.98,0.63,0.7,0.0
gnome-jabber.csv,0.59,0.1,0.67,0.59,0.51,0.42,0.56,0.56,0.38,0.68,0.69,0.58,0.57,0.46
ivataopenportal.csv,0.6,0.0,0.56,0.55,0.36,0.74,0.0,0.52,0.51,0.55,0.85,0.0,0.43,0.24
mb-unit.csv,0.43,0.18,0.5,0.65,0.24,0.4,0.7,0.63,0.41,0.44,0.61,0.63,0.42,0.35
mvdsv.csv,0.06,0.41,0.0,0.09,0.98,0.01,0.0,0.1,0.22,0.04,0.1,0.1,0.04,0.37
nova.csv,0.42,0.84,0.59,0.47,0.0,0.27,0.69,0.54,0.35,0.53,0.0,0.51,0.45,0.47
olex2.csv,0.51,0.57,0.55,0.57,0.63,0.37,0.0,0.43,0.63,0.33,0.66,0.76,0.17,0.26
openwbem.csv,0.59,0.18,0.43,0.54,0.68,0.45,0.91,0.36,0.59,0.28,0.4,0.59,0.12,0.67
tencompetence.csv,0.21,0.18,0.32,0.56,0.0,0.45,0.87,0.19,0.38,0.38,0.0,0.12,0.77,0.21
xcmetadataservicestoolkit.csv,0.53,0.09,0.44,0.56,0.45,0.46,0.09,0.58,0.8,0.0,0.0,0.64,0.76,0.34
