,id,expected,max_bell,avge,median,bellwether,size
55,2,1,2,1.5,0.835,mclient-mume.csv,2
51,3,2,2,1.67,0.56,jam-daq.csv,6
49,4,7,6,3.15,0.545,mp-rechnungs-und-kundenverwaltung.csv,20
57,5,2,2,1.83,0.54,springside.csv,6
24,6,4,6,4.73,0.76,autofac.csv,11
19,7,6,8,3.95,0.47,matrex.csv,19
29,8,4,6,3.27,0.67,synecdoche.csv,11
27,10,0,0,0.0,0.12,atunes.csv,1
18,11,1,1,0.5,0.485,fluent-nhibernate.csv,4
56,13,1,2,1.0,0.72,amanda.csv,3
58,14,6,9,6.95,0.525,bibedt.csv,20
50,15,5,7,4.69,0.585,metacosm.csv,16
21,16,3,5,3.4,0.6,empserver.csv,10
26,17,1,0,0.0,0.57,yafdotnet.csv,3
16,18,1,0,0.67,0.24,yale.csv,3
28,19,3,4,2.8,0.63,superwaba.csv,10
15,20,2,3,1.17,0.33,fm-classic.csv,7
30,21,5,6,3.75,0.61,phonon-vlc-mplayer.csv,16
59,22,2,2,0.83,0.5549999999999999,wow-qrsk.csv,6
17,27,2,1,1.29,0.52,jaql.csv,7
25,28,4,4,2.69,0.54,retromenu.csv,13
20,29,5,6,4.0,0.58,jython.csv,15
39,30,6,13,10.22,0.8,chrysalis.csv,19
6,32,3,6,3.6,0.89,quark.csv,10
14,33,3,4,3.0,0.615,m-a-d-n-e-s-s.csv,10
13,34,1,2,1.5,0.52,jajuk.csv,4
7,35,7,9,6.4,0.65,customwars.csv,20
34,36,6,8,6.71,0.64,reaper-ecad.csv,17
40,37,4,6,4.27,0.67,xstore.csv,11
33,38,5,7,4.5,0.625,customsagetv.csv,16
41,39,2,2,1.29,0.27,rtb-team.csv,8
53,40,3,1,1.78,0.52,applet2app.csv,9
47,41,2,2,1.0,0.43,adaptagrams.csv,5
22,42,2,4,2.33,0.8400000000000001,genoviz.csv,6
32,43,3,5,3.25,0.72,etics.csv,8
31,44,2,1,1.17,0.565,rezilla.csv,6
23,45,2,2,1.0,0.65,tolven.csv,5
46,46,4,6,3.55,0.69,modellus.csv,11
54,47,6,7,2.94,0.55,omseek.csv,18
48,48,4,6,2.5,0.65,firebird.csv,12
52,49,5,9,6.8,0.8,delphilhlplib.csv,15
3,50,4,5,3.54,0.6,ftm.csv,13
42,52,2,3,2.43,0.57,olex2.csv,7
38,53,5,3,2.88,0.49,mia.csv,17
37,54,1,2,1.33,0.69,pdfedit.csv,3
43,55,3,3,1.6,0.22999999999999998,jvcl.csv,12
9,56,3,1,1.5,0.51,optalgtoolkit.csv,8
5,57,6,7,3.82,0.6,opengs.csv,17
10,58,4,5,4.54,0.515,lockss.csv,14
1,59,6,8,4.32,0.55,theresa.csv,19
12,60,2,1,0.8,0.43,nassp.csv,5
0,61,6,1,3.29,0.5,ctrlr.csv,17
36,62,2,1,1.33,0.53,plplot.csv,6
44,63,5,9,6.38,0.68,cubefs.csv,17
45,64,2,2,1.33,0.5700000000000001,alembik.csv,6
35,65,4,2,2.38,0.5,proftp.csv,13
2,66,1,1,1.0,0.63,silvertree.csv,2
11,67,5,8,7.06,0.655,elvishrayrenderer.csv,16
4,68,3,2,1.78,0.35,carabiner.csv,9
8,69,1,0,0.0,0.325,trinitycore.csv,2
