,ktc.csv,elmo.csv,neoengine.csv,zorannt.csv,vapor.csv,zscreen.csv,rosegarden.csv,nicepress.csv,etherboot.csv,gpac.csv,smarttag.csv,mbse.csv,gebr.csv,plplot.csv,omseek.csv,kml.csv,pcsx2.csv,wxjs.csv,gstreamer.csv,miranda.csv
elmo.csv,0.94,0.0,0.99,1.0,1.0,0.9,0.99,1.0,0.95,1.0,1.0,0.98,0.98,1.0,1.0,1.0,0.98,1.0,0.98,1.0
etherboot.csv,0.85,0.61,0.87,0.75,0.73,0.9,0.78,0.88,0.09,0.9,1.01,0.92,0.78,0.67,0.63,0.76,0.82,0.55,0.76,0.82
gebr.csv,0.69,0.74,0.88,0.71,0.75,0.62,0.66,0.78,0.77,0.9,0.9,0.93,0.02,0.58,0.78,0.77,0.64,0.85,0.72,0.84
gpac.csv,0.66,0.61,0.6,0.8,0.8,0.67,0.71,0.68,0.8,0.04,0.72,0.78,0.75,0.85,0.68,0.71,0.67,0.96,0.66,0.71
gstreamer.csv,0.5,0.49,0.46,0.53,0.52,0.58,0.51,0.5,0.64,0.71,0.65,0.75,0.61,0.58,0.52,0.43,0.59,0.96,0.01,0.63
kml.csv,0.59,1.04,0.5,0.65,0.61,0.54,0.5,0.45,0.78,0.56,0.67,0.62,0.59,0.83,0.44,0.03,0.49,0.79,0.54,0.58
ktc.csv,0.03,1.01,0.65,0.53,0.84,0.79,0.58,0.56,0.88,0.9,0.76,0.87,0.94,0.48,0.63,0.77,0.72,0.68,0.79,0.66
mbse.csv,0.65,0.6,0.75,0.81,0.63,0.79,0.57,0.63,0.71,0.74,0.84,0.06,0.89,0.66,0.59,0.9,0.7,0.61,0.84,0.74
miranda.csv,0.46,0.86,0.63,0.74,0.66,0.72,0.58,0.82,0.84,0.75,0.66,0.74,0.57,0.86,0.58,0.73,0.54,0.91,0.62,0.02
neoengine.csv,0.78,1.01,0.06,0.53,0.86,0.93,0.66,0.86,0.72,0.85,0.72,0.93,0.82,0.78,0.78,0.96,0.74,1.06,0.93,0.68
nicepress.csv,0.69,0.82,0.57,0.52,0.59,0.91,0.5,0.0,0.92,0.77,0.93,0.93,0.67,0.67,0.55,0.63,0.78,0.92,0.95,0.66
omseek.csv,0.84,0.81,0.94,0.96,0.91,0.77,0.72,0.57,1.0,0.89,0.78,0.73,0.97,0.86,0.09,0.83,0.79,1.0,0.84,0.89
pcsx2.csv,0.53,1.01,0.54,0.63,0.65,0.53,0.57,0.76,0.99,0.96,0.78,0.94,0.47,0.52,0.57,0.85,0.04,1.01,0.67,0.65
plplot.csv,0.47,0.69,0.55,0.57,0.71,0.57,0.49,0.49,0.82,0.72,0.46,0.92,0.71,0.0,0.47,0.69,0.5,1.06,0.54,0.55
rosegarden.csv,0.43,1.02,0.64,0.62,0.83,0.74,0.07,0.58,0.65,0.6,0.78,0.63,0.8,0.7,0.58,0.81,0.64,0.68,0.66,0.64
smarttag.csv,0.81,1.0,0.71,0.75,0.82,0.74,0.65,0.6,0.76,0.94,0.0,0.91,0.94,0.86,0.54,0.83,0.83,1.04,0.97,0.8
vapor.csv,0.77,1.0,0.65,0.78,0.04,0.87,0.67,0.84,0.74,0.95,0.98,0.94,0.74,0.91,0.72,0.86,0.8,0.89,0.93,0.83
wxjs.csv,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0
zorannt.csv,0.97,0.91,0.81,0.13,0.9,0.86,0.72,0.74,0.65,0.71,0.59,0.59,0.93,0.64,0.82,0.69,0.8,0.9,0.8,0.77
zscreen.csv,0.52,0.74,0.54,0.44,0.68,0.0,0.63,0.73,0.77,0.85,0.85,0.98,0.66,0.62,0.56,0.78,0.53,0.69,0.75,0.63
