,ktc.csv,elmo.csv,neoengine.csv,zorannt.csv,vapor.csv,zscreen.csv,rosegarden.csv,nicepress.csv,etherboot.csv,gpac.csv,smarttag.csv,mbse.csv,gebr.csv,plplot.csv,omseek.csv,kml.csv,pcsx2.csv,wxjs.csv,gstreamer.csv,miranda.csv
elmo.csv,0.11,1.0,0.02,0.0,0.0,0.21,0.02,0.0,0.09,0.0,0.0,0.03,0.04,0.0,0.0,0.0,0.03,0.0,0.03,0.0
etherboot.csv,0.24,0.29,0.21,0.27,0.33,0.18,0.3,0.18,0.95,0.18,0.0,0.12,0.36,0.42,0.29,0.36,0.3,0.24,0.38,0.3
gebr.csv,0.62,0.12,0.56,0.31,0.46,0.76,0.5,0.56,0.44,0.68,0.42,0.4,0.99,0.46,0.24,0.68,0.81,0.12,0.73,0.79
gpac.csv,0.45,0.15,0.49,0.17,0.25,0.48,0.35,0.41,0.25,0.98,0.32,0.27,0.41,0.21,0.19,0.41,0.56,0.05,0.56,0.53
gstreamer.csv,0.61,0.22,0.61,0.33,0.47,0.59,0.51,0.55,0.39,0.6,0.41,0.43,0.6,0.44,0.27,0.68,0.67,0.05,0.99,0.69
kml.csv,0.5,0.0,0.57,0.29,0.4,0.61,0.53,0.6,0.3,0.61,0.35,0.39,0.58,0.22,0.35,0.99,0.67,0.12,0.61,0.62
ktc.csv,0.98,0.0,0.46,0.45,0.21,0.35,0.51,0.52,0.17,0.18,0.29,0.18,0.47,0.51,0.27,0.37,0.46,0.17,0.33,0.51
mbse.csv,0.46,0.16,0.35,0.16,0.39,0.4,0.49,0.44,0.33,0.42,0.23,0.97,0.54,0.38,0.29,0.26,0.51,0.19,0.37,0.53
miranda.csv,0.62,0.07,0.48,0.2,0.36,0.43,0.48,0.26,0.21,0.49,0.4,0.29,0.62,0.22,0.26,0.41,0.67,0.06,0.54,0.99
neoengine.csv,0.46,0.11,0.96,0.36,0.24,0.64,0.43,0.45,0.32,0.66,0.32,0.37,0.75,0.33,0.15,0.58,0.71,0.0,0.72,0.67
nicepress.csv,0.41,0.13,0.52,0.39,0.42,0.16,0.52,1.0,0.12,0.63,0.11,0.38,0.49,0.44,0.29,0.59,0.61,0.06,0.61,0.6
omseek.csv,0.25,0.11,0.11,0.06,0.15,0.37,0.34,0.52,0.0,0.44,0.28,0.39,0.06,0.24,0.95,0.45,0.34,0.0,0.28,0.22
pcsx2.csv,0.57,0.11,0.53,0.29,0.38,0.63,0.46,0.32,0.05,0.71,0.27,0.4,0.69,0.62,0.25,0.58,0.98,0.0,0.61,0.73
plplot.csv,0.61,0.13,0.53,0.34,0.34,0.58,0.52,0.56,0.23,0.7,0.53,0.39,0.44,1.0,0.31,0.59,0.69,0.0,0.6,0.69
rosegarden.csv,0.66,0.0,0.45,0.37,0.26,0.49,0.96,0.49,0.38,0.56,0.27,0.43,0.66,0.4,0.24,0.5,0.63,0.19,0.58,0.69
smarttag.csv,0.3,0.0,0.39,0.25,0.24,0.41,0.4,0.47,0.29,0.12,1.0,0.16,0.12,0.21,0.27,0.29,0.29,0.0,0.06,0.33
vapor.csv,0.34,0.0,0.44,0.19,0.98,0.23,0.37,0.26,0.32,0.1,0.4,0.11,0.41,0.15,0.21,0.23,0.33,0.09,0.13,0.3
wxjs.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
zorannt.csv,0.57,0.1,0.51,0.93,0.42,0.75,0.34,0.52,0.39,0.62,0.45,0.4,0.6,0.45,0.2,0.64,0.64,0.16,0.59,0.43
zscreen.csv,0.63,0.12,0.54,0.44,0.39,1.0,0.47,0.5,0.28,0.72,0.22,0.4,0.51,0.42,0.26,0.65,0.64,0.15,0.67,0.69
