,ktc.csv,elmo.csv,neoengine.csv,zorannt.csv,vapor.csv,zscreen.csv,rosegarden.csv,nicepress.csv,etherboot.csv,gpac.csv,smarttag.csv,mbse.csv,gebr.csv,plplot.csv,omseek.csv,kml.csv,pcsx2.csv,wxjs.csv,gstreamer.csv,miranda.csv
elmo.csv,1.0,0.0,0.0,158.0,95.0,0.0,9.0,104.0,0.0,102.0,52.0,4.0,0.0,77.0,300.0,74.0,0.0,97.0,0.0,337.0
etherboot.csv,7.0,5.0,1.0,0.0,1.0,0.0,1.0,2.0,0.0,1.0,52.0,2.0,1.0,3.0,7.0,1.0,0.0,7.0,0.0,1.0
gebr.csv,10.0,15.0,5.0,5.0,1.0,0.0,7.0,9.0,2.0,1.0,1.0,5.0,0.0,5.0,47.0,3.0,0.0,45.0,3.0,0.0
gpac.csv,4.0,6.0,2.0,14.0,1.0,0.0,3.0,5.0,0.0,0.0,4.0,3.0,0.0,4.0,31.0,1.0,0.0,29.0,2.0,2.0
gstreamer.csv,7.0,3.0,1.0,17.0,1.0,0.0,2.0,1.0,2.0,0.0,6.0,0.0,0.0,3.0,9.0,3.0,4.0,15.0,0.0,1.0
kml.csv,6.0,71.0,5.0,17.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,3.0,7.0,0.0,0.0,12.0,4.0,0.0
ktc.csv,0.0,71.0,0.0,0.0,13.0,0.0,3.0,3.0,6.0,0.0,4.0,23.0,0.0,3.0,22.0,2.0,3.0,11.0,1.0,0.0
mbse.csv,8.0,7.0,3.0,36.0,1.0,0.0,4.0,5.0,0.0,0.0,4.0,0.0,0.0,7.0,19.0,3.0,0.0,11.0,0.0,2.0
miranda.csv,6.0,16.0,6.0,31.0,0.0,2.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,13.0,2.0,0.0,7.0,2.0,0.0
neoengine.csv,18.0,8.0,0.0,14.0,4.0,0.0,5.0,16.0,0.0,0.0,3.0,0.0,0.0,7.0,68.0,3.0,0.0,97.0,4.0,4.0
nicepress.csv,3.0,6.0,3.0,8.0,0.0,0.0,5.0,0.0,5.0,0.0,1.0,0.0,0.0,0.0,8.0,7.0,0.0,18.0,4.0,2.0
omseek.csv,1.0,8.0,1.0,6.0,2.0,0.0,0.0,2.0,82.0,0.0,4.0,0.0,1.0,0.0,0.0,3.0,0.0,97.0,2.0,1.0
pcsx2.csv,0.0,8.0,2.0,3.0,0.0,0.0,3.0,2.0,8.0,0.0,3.0,0.0,0.0,0.0,20.0,3.0,0.0,97.0,4.0,1.0
plplot.csv,1.0,13.0,3.0,14.0,5.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,15.0,2.0,0.0,97.0,4.0,1.0
rosegarden.csv,0.0,71.0,4.0,2.0,7.0,0.0,0.0,8.0,0.0,0.0,4.0,3.0,0.0,5.0,33.0,2.0,5.0,31.0,1.0,0.0
smarttag.csv,14.0,71.0,5.0,2.0,1.0,1.0,14.0,1.0,1.0,4.0,0.0,3.0,0.0,0.0,15.0,0.0,0.0,97.0,0.0,0.0
vapor.csv,12.0,71.0,1.0,3.0,0.0,0.0,20.0,0.0,2.0,0.0,4.0,1.0,0.0,3.0,9.0,3.0,0.0,10.0,0.0,3.0
wxjs.csv,284.0,71.0,297.0,158.0,95.0,72.0,360.0,104.0,82.0,102.0,52.0,262.0,135.0,77.0,300.0,74.0,271.0,0.0,342.0,337.0
zorannt.csv,6.0,8.0,2.0,0.0,5.0,0.0,6.0,8.0,0.0,0.0,2.0,8.0,0.0,8.0,72.0,3.0,0.0,38.0,4.0,3.0
zscreen.csv,12.0,15.0,4.0,1.0,2.0,0.0,13.0,15.0,5.0,0.0,8.0,0.0,0.0,2.0,41.0,6.0,0.0,12.0,4.0,3.0
