,elmo.csv,xbplayer.csv,decidr.csv,tolven.csv,mscore.csv
decidr.csv,0.71,0.27,0.74,0.79,0.4
elmo.csv,0.78,0.46,0.63,0.76,0.49
mscore.csv,0.43,0.69,0.62,0.6,0.66
tolven.csv,0.0,0.37,0.65,0.78,0.23
xbplayer.csv,0.24,0.74,0.56,0.83,0.49
