,smbopensoft.csv,lamp.csv,thout.csv,bscwweasel.csv,retromenu.csv,capcode.csv,boost-sandbox.csv,stuproa-cims.csv,nodal.csv,pydev.csv,uface.csv
boost-sandbox.csv,0.94,0.72,0.53,0.6,0.52,0.7,0.54,0.73,0.87,0.66,0.49
bscwweasel.csv,0.96,0.86,0.47,0.42,0.55,0.57,0.73,0.83,0.73,0.67,0.42
capcode.csv,0.98,0.88,0.52,0.78,0.62,0.44,0.75,0.75,0.5,0.73,0.53
lamp.csv,0.73,0.42,0.69,0.71,0.9,0.78,0.86,0.61,0.68,0.55,0.76
nodal.csv,1.0,1.0,0.72,0.65,0.93,0.49,0.98,0.83,0.42,0.49,0.52
pydev.csv,0.87,0.58,0.58,0.66,0.47,0.79,0.76,0.89,0.71,0.37,0.75
retromenu.csv,0.99,0.68,0.75,0.7,0.34,0.85,0.71,0.86,0.85,0.81,0.77
smbopensoft.csv,0.26,0.97,0.93,0.73,0.89,0.78,0.67,0.77,0.49,0.81,0.44
stuproa-cims.csv,0.85,0.86,0.66,0.6,0.63,0.71,0.98,0.4,0.72,0.63,0.53
thout.csv,0.79,0.99,0.48,0.77,0.71,0.92,0.92,0.91,0.81,0.72,0.55
uface.csv,1.0,1.0,0.96,0.59,0.76,0.66,1.0,0.7,0.64,0.68,0.07
