,smbopensoft.csv,lamp.csv,thout.csv,bscwweasel.csv,retromenu.csv,capcode.csv,boost-sandbox.csv,stuproa-cims.csv,nodal.csv,pydev.csv,uface.csv
boost-sandbox.csv,0.67,0.1,0.38,0.16,0.43,0.15,0.82,0.26,0.29,0.38,0.78
bscwweasel.csv,0.8,0.18,0.4,0.28,0.48,0.24,0.73,0.25,0.33,0.4,0.86
capcode.csv,0.67,0.11,0.33,0.14,0.45,0.29,0.71,0.48,0.45,0.67,0.86
lamp.csv,0.54,0.24,0.42,0.13,0.29,0.16,0.7,0.47,0.29,0.44,0.65
nodal.csv,0.0,0.0,0.39,0.14,0.19,0.28,1.0,0.29,0.58,0.48,0.89
pydev.csv,0.5,0.16,0.4,0.14,0.49,0.15,0.71,0.25,0.28,0.59,0.69
retromenu.csv,1.0,0.16,0.65,0.35,0.59,0.14,0.76,0.35,0.25,0.78,1.0
smbopensoft.csv,0.81,0.1,0.22,0.12,0.27,0.12,0.77,0.25,0.41,0.3,0.85
stuproa-cims.csv,0.6,0.5,0.25,0.21,0.39,0.18,0.5,0.54,0.26,0.39,0.77
thout.csv,0.63,0.1,0.45,0.16,0.31,0.16,0.74,0.25,0.29,0.4,0.78
uface.csv,0.49,0.1,0.22,0.17,0.38,0.17,0.73,0.29,0.3,0.36,0.98
