,heekscad.csv,gamestone.csv,xcsoar.csv,igarden.csv,gbif-providertoolkit.csv,piccolo2d.csv,levent.csv,jstock.csv,pnotepad.csv,trinitycore.csv,geochat.csv
gamestone.csv,0.13,0.0,0.17,0.18,0.27,0.02,0.04,0.42,0.1,0.16,0.15
gbif-providertoolkit.csv,0.36,0.42,0.13,0.14,0.0,0.27,0.3,0.14,0.4,0.33,0.22
geochat.csv,0.13,0.65,0.3,0.29,0.72,0.71,0.04,0.16,0.0,0.22,0.0
heekscad.csv,0.0,0.33,0.45,0.83,0.69,0.71,0.52,0.77,0.2,0.54,0.65
igarden.csv,0.06,0.08,0.13,0.0,0.01,0.13,0.17,0.05,0.0,0.21,0.17
jstock.csv,0.45,0.04,0.17,0.22,0.1,0.24,0.17,0.0,0.2,0.26,0.24
levent.csv,0.57,0.6,0.48,0.54,0.43,0.76,0.0,0.4,0.6,0.64,0.32
piccolo2d.csv,0.04,0.0,0.0,0.01,0.18,0.0,0.04,0.0,0.0,0.01,0.02
pnotepad.csv,0.72,0.48,0.72,0.85,0.9,0.9,0.48,0.65,0.0,0.57,0.78
trinitycore.csv,0.02,0.15,0.17,0.1,0.45,0.43,0.0,0.47,0.1,0.01,0.51
xcsoar.csv,0.15,0.25,0.0,0.33,0.4,0.43,0.17,0.19,0.2,0.41,0.32
