,heekscad.csv,gamestone.csv,xcsoar.csv,igarden.csv,gbif-providertoolkit.csv,piccolo2d.csv,levent.csv,jstock.csv,pnotepad.csv,trinitycore.csv,geochat.csv
gamestone.csv,1.0,0.0,0.0,0.0,15.0,2.0,1.0,55.0,1.0,9.0,7.0
gbif-providertoolkit.csv,4.0,59.0,0.0,6.0,0.0,8.0,0.0,4.0,1.0,12.0,9.0
geochat.csv,1.0,18.0,1.0,4.0,3.0,30.0,0.0,0.0,0.0,1.0,0.0
heekscad.csv,0.0,8.0,0.0,6.0,2.0,17.0,0.0,0.0,0.0,1.0,0.0
igarden.csv,0.0,59.0,0.0,0.0,1.0,3.0,0.0,1.0,0.0,4.0,1.0
jstock.csv,4.0,1.0,0.0,2.0,0.0,15.0,0.0,0.0,0.0,9.0,9.0
levent.csv,5.0,24.0,1.0,5.0,23.0,35.0,0.0,0.0,2.0,9.0,2.0
piccolo2d.csv,2.0,59.0,126.0,0.0,12.0,0.0,0.0,0.0,0.0,1.0,127.0
pnotepad.csv,4.0,16.0,0.0,1.0,2.0,29.0,0.0,10.0,0.0,7.0,12.0
trinitycore.csv,0.0,0.0,9.0,2.0,3.0,20.0,0.0,5.0,0.0,0.0,13.0
xcsoar.csv,0.0,8.0,0.0,0.0,3.0,5.0,2.0,1.0,0.0,6.0,2.0
