,recall,precision,pf,wins
aufs.csv,0.235,0.465,0.19,11
bdbbasic.csv,0.45,0.52,0.42,8
echongl.csv,0.57,0.4,0.44999999999999996,6
etherboot.csv,0.15000000000000002,0.41500000000000004,0.08,10
ffigo.csv,0.20500000000000002,0.395,0.125,7
freebios.csv,0.45999999999999996,0.39,0.425,3
gebr.csv,0.995,0.395,0.98,0
gnukeda.csv,0.65,0.41500000000000004,0.515,5
gstreamer.csv,0.75,0.37,0.8,1
jnode.csv,0.08,0.295,0.08,4
metacosm.csv,0.35,0.6,0.195,12
openmeetings.csv,0.48,0.6,0.165,13
pgui.csv,0.6799999999999999,0.37,0.5700000000000001,2
wxcrp.csv,0.605,0.45,0.385,9
