,umber.csv,wpdev.csv,orc.csv,ivatamasks.csv,plato.csv,onotoa.csv,rodin-b-sharp.csv,gwanted.csv,proftp.csv,echongl.csv,xpontus.csv,unicase.csv,uclmda.csv,google-web-toolkit.csv,findbugs.csv,codesmith.csv
codesmith.csv,0.22,0.98,0.1,0.77,0.86,0.78,0.4,0.2,0.48,0.76,0.01,0.74,0.98,0.62,0.39,1.0
echongl.csv,0.34,0.98,0.17,0.56,0.71,0.86,0.19,0.18,0.44,0.98,0.0,0.75,0.5,0.56,0.5,0.54
findbugs.csv,0.27,1.0,0.17,0.55,0.64,0.96,0.23,0.26,0.5,0.76,0.02,0.71,0.94,0.6,0.96,0.62
google-web-toolkit.csv,0.22,1.0,0.15,0.68,0.83,0.77,0.25,0.23,0.76,0.76,0.0,0.77,0.94,1.0,0.28,0.74
gwanted.csv,0.08,1.0,0.2,1.0,0.78,0.84,0.0,1.0,0.5,0.88,0.01,0.65,0.96,0.63,0.67,0.75
ivatamasks.csv,0.33,0.99,0.13,1.0,0.86,0.82,0.4,0.22,0.65,0.72,0.01,0.78,0.97,0.6,0.43,0.76
onotoa.csv,0.37,0.98,0.09,0.72,0.81,1.0,0.31,0.2,0.47,0.72,0.01,0.71,0.96,0.56,0.39,0.78
orc.csv,0.04,0.0,1.0,0.52,0.82,0.82,0.46,0.26,0.0,0.0,0.01,0.66,0.96,0.61,0.45,0.59
plato.csv,0.1,0.98,0.07,0.66,1.0,0.81,0.38,0.17,0.45,0.0,0.01,0.73,0.97,0.58,0.35,0.69
proftp.csv,0.25,0.98,0.16,0.65,0.83,0.92,0.48,0.28,1.0,0.89,0.0,0.82,0.5,0.63,0.52,0.6
rodin-b-sharp.csv,0.0,0.97,0.12,0.57,0.75,0.89,1.0,0.12,0.14,0.0,0.0,0.89,0.0,0.49,0.43,0.52
uclmda.csv,0.2,0.75,0.04,1.0,0.67,0.88,0.1,0.05,0.38,0.14,0.0,0.54,1.0,0.5,0.56,0.74
umber.csv,1.0,1.0,0.14,0.86,0.33,0.88,0.27,0.16,0.64,0.72,0.0,0.9,0.99,0.59,0.39,0.67
unicase.csv,0.37,0.99,0.15,0.7,0.92,0.84,0.51,0.2,0.43,0.81,0.0,0.99,0.17,0.61,0.36,0.5
wpdev.csv,0.26,1.0,0.1,0.68,0.84,0.83,0.36,0.19,0.45,0.72,0.01,0.73,0.96,0.59,0.39,0.6
