,umber.csv,wpdev.csv,orc.csv,ivatamasks.csv,plato.csv,onotoa.csv,rodin-b-sharp.csv,gwanted.csv,proftp.csv,echongl.csv,xpontus.csv,unicase.csv,uclmda.csv,google-web-toolkit.csv,findbugs.csv,codesmith.csv
codesmith.csv,1.0,0.0,21.0,0.0,0.0,0.0,0.0,6.0,2.0,0.0,65.0,0.0,1.0,0.0,0.0,0.0
echongl.csv,3.0,0.0,16.0,2.0,0.0,0.0,3.0,12.0,2.0,0.0,117.0,1.0,1.0,4.0,0.0,1.0
findbugs.csv,3.0,0.0,10.0,2.0,0.0,0.0,1.0,19.0,1.0,0.0,32.0,0.0,2.0,3.0,0.0,0.0
google-web-toolkit.csv,2.0,0.0,2.0,0.0,0.0,0.0,0.0,10.0,2.0,0.0,117.0,0.0,1.0,0.0,2.0,0.0
gwanted.csv,3.0,0.0,0.0,0.0,0.0,0.0,316.0,0.0,1.0,0.0,78.0,0.0,0.0,5.0,0.0,0.0
ivatamasks.csv,2.0,0.0,9.0,0.0,1.0,0.0,0.0,31.0,0.0,0.0,75.0,0.0,1.0,4.0,3.0,0.0
onotoa.csv,4.0,0.0,9.0,1.0,0.0,0.0,1.0,23.0,2.0,0.0,60.0,0.0,1.0,4.0,0.0,0.0
orc.csv,2.0,139.0,0.0,1.0,0.0,0.0,1.0,12.0,66.0,136.0,83.0,0.0,0.0,4.0,2.0,0.0
plato.csv,4.0,0.0,17.0,2.0,0.0,0.0,1.0,21.0,2.0,136.0,92.0,0.0,2.0,4.0,0.0,0.0
proftp.csv,4.0,0.0,1.0,2.0,0.0,0.0,4.0,8.0,0.0,0.0,117.0,1.0,1.0,1.0,0.0,1.0
rodin-b-sharp.csv,73.0,0.0,5.0,0.0,0.0,0.0,0.0,16.0,5.0,136.0,117.0,0.0,168.0,2.0,2.0,0.0
uclmda.csv,3.0,0.0,45.0,0.0,1.0,0.0,2.0,1.0,1.0,0.0,117.0,2.0,0.0,1.0,0.0,5.0
umber.csv,0.0,0.0,8.0,0.0,0.0,0.0,8.0,16.0,2.0,0.0,117.0,0.0,0.0,0.0,0.0,0.0
unicase.csv,1.0,0.0,5.0,1.0,0.0,0.0,1.0,21.0,0.0,0.0,117.0,0.0,3.0,1.0,0.0,0.0
wpdev.csv,4.0,0.0,17.0,2.0,0.0,0.0,1.0,15.0,2.0,0.0,96.0,0.0,2.0,3.0,0.0,0.0
