,umber.csv,wpdev.csv,orc.csv,ivatamasks.csv,plato.csv,onotoa.csv,rodin-b-sharp.csv,gwanted.csv,proftp.csv,echongl.csv,xpontus.csv,unicase.csv,uclmda.csv,google-web-toolkit.csv,findbugs.csv,codesmith.csv
codesmith.csv,0.41,0.0,0.37,0.67,0.58,0.35,0.61,0.62,0.56,0.57,0.7,0.57,0.82,0.6,0.46,0.98
echongl.csv,0.59,0.0,0.35,0.35,0.27,0.45,0.18,0.48,0.21,0.98,0.0,0.52,0.01,0.37,0.29,0.13
findbugs.csv,0.57,0.38,0.48,0.33,0.23,0.36,0.29,0.47,0.44,0.22,0.9,0.42,0.32,0.35,0.96,0.32
google-web-toolkit.csv,0.4,0.48,0.53,0.48,0.39,0.34,0.23,0.49,0.48,0.43,0.0,0.56,0.3,0.99,0.21,0.55
gwanted.csv,0.2,0.27,0.07,0.07,0.0,0.56,0.0,1.0,0.04,0.09,0.51,0.35,0.49,0.63,0.17,0.06
ivatamasks.csv,0.7,0.78,0.6,0.98,0.33,0.49,0.6,0.67,0.72,0.37,0.52,0.67,0.48,0.58,0.6,0.67
onotoa.csv,0.78,0.0,0.5,0.54,0.47,0.99,0.46,0.63,0.38,0.0,0.7,0.53,0.47,0.52,0.56,0.49
orc.csv,0.12,0.0,1.0,0.13,0.0,0.54,0.3,0.21,0.0,0.0,0.43,0.34,0.49,0.57,0.21,0.23
plato.csv,0.0,0.0,0.3,0.32,1.0,0.23,0.48,0.48,0.0,0.0,0.33,0.27,0.61,0.42,0.45,0.55
proftp.csv,0.13,0.38,0.53,0.48,0.48,0.18,0.43,0.53,1.0,0.45,0.0,0.46,0.02,0.35,0.47,0.22
rodin-b-sharp.csv,0.0,0.0,0.07,0.1,0.17,0.27,0.96,0.17,0.04,0.0,0.0,0.24,0.0,0.11,0.13,0.26
uclmda.csv,0.06,0.02,0.14,0.01,0.06,0.42,0.04,0.05,0.2,0.01,0.0,0.04,1.0,0.05,0.21,0.35
umber.csv,1.0,0.34,0.29,0.49,0.02,0.24,0.2,0.21,0.34,0.0,0.0,0.1,0.67,0.16,0.45,0.26
unicase.csv,0.56,0.73,0.74,0.6,0.55,0.55,0.72,0.63,0.45,0.7,0.0,0.99,0.01,0.58,0.43,0.34
wpdev.csv,0.0,1.0,0.0,0.0,0.0,0.24,0.0,0.54,0.0,0.0,0.0,0.09,0.0,0.13,0.09,0.45
