,umber.csv,wpdev.csv,orc.csv,ivatamasks.csv,plato.csv,onotoa.csv,rodin-b-sharp.csv,gwanted.csv,proftp.csv,echongl.csv,xpontus.csv,unicase.csv,uclmda.csv,google-web-toolkit.csv,findbugs.csv,codesmith.csv
codesmith.csv,0.33,0.94,0.18,0.74,0.86,0.72,0.54,0.32,0.63,0.86,0.02,0.75,0.98,0.7,0.53,0.99
echongl.csv,0.43,0.76,0.22,0.54,0.36,0.55,0.17,0.26,0.6,0.98,0.0,0.61,0.01,0.42,0.33,0.18
findbugs.csv,0.38,0.5,0.24,0.39,0.32,0.47,0.25,0.32,0.44,0.31,0.05,0.5,0.44,0.41,0.96,0.39
google-web-toolkit.csv,0.27,0.59,0.24,0.55,0.5,0.44,0.22,0.31,0.55,0.52,0.0,0.65,0.42,0.99,0.22,0.62
gwanted.csv,0.12,0.38,0.1,0.12,0.72,0.69,0.0,1.0,0.06,0.13,0.02,0.63,0.71,0.7,0.24,0.09
ivatamasks.csv,0.49,0.95,0.23,0.99,0.43,0.81,0.54,0.34,0.69,0.79,0.02,0.79,0.93,0.65,0.51,0.72
onotoa.csv,0.54,0.89,0.16,0.62,0.68,0.99,0.41,0.32,0.63,0.84,0.02,0.68,0.69,0.61,0.51,0.57
orc.csv,0.06,0.0,1.0,0.18,0.84,0.7,0.33,0.21,0.0,0.0,0.02,0.65,0.7,0.7,0.26,0.3
plato.csv,0.15,0.87,0.13,0.74,1.0,0.83,0.53,0.27,0.62,0.0,0.02,0.83,0.86,0.69,0.47,0.79
proftp.csv,0.15,0.52,0.25,0.68,0.61,0.26,0.43,0.36,1.0,0.56,0.0,0.55,0.04,0.42,0.47,0.29
rodin-b-sharp.csv,0.0,0.66,0.08,0.14,0.24,0.37,0.97,0.13,0.05,0.0,0.0,0.32,0.0,0.15,0.17,0.32
uclmda.csv,0.08,0.04,0.06,0.02,0.09,0.53,0.05,0.04,0.23,0.02,0.0,0.06,1.0,0.07,0.27,0.44
umber.csv,1.0,0.45,0.18,0.58,0.04,0.33,0.21,0.17,0.41,0.84,0.0,0.14,0.78,0.21,0.41,0.33
unicase.csv,0.43,0.9,0.26,0.75,0.67,0.68,0.61,0.32,0.43,0.78,0.0,0.99,0.01,0.63,0.48,0.41
wpdev.csv,0.41,1.0,0.19,0.81,0.91,0.9,0.53,0.31,0.62,0.84,0.02,0.84,0.98,0.74,0.56,0.62
