,umber.csv,wpdev.csv,orc.csv,ivatamasks.csv,plato.csv,onotoa.csv,rodin-b-sharp.csv,gwanted.csv,proftp.csv,echongl.csv,xpontus.csv,unicase.csv,uclmda.csv,google-web-toolkit.csv,findbugs.csv,codesmith.csv
codesmith.csv,0.68,0.91,0.88,0.71,0.86,0.68,0.82,0.82,0.9,0.98,1.0,0.76,0.98,0.81,0.86,0.98
echongl.csv,0.58,0.62,0.31,0.52,0.24,0.41,0.15,0.46,0.93,0.99,0.0,0.52,0.01,0.34,0.25,0.11
findbugs.csv,0.63,0.33,0.44,0.31,0.21,0.31,0.26,0.43,0.4,0.19,1.0,0.39,0.29,0.31,0.96,0.28
google-web-toolkit.csv,0.37,0.42,0.5,0.47,0.36,0.31,0.2,0.46,0.43,0.39,0.0,0.56,0.27,0.99,0.18,0.53
gwanted.csv,0.21,0.23,0.06,0.06,0.67,0.58,0.0,1.0,0.03,0.07,1.0,0.61,0.56,0.78,0.14,0.05
ivatamasks.csv,0.89,0.91,1.0,0.98,0.29,0.8,0.83,0.82,0.73,0.87,1.0,0.81,0.89,0.71,0.64,0.69
onotoa.csv,1.0,0.81,0.69,0.54,0.6,0.99,0.59,0.79,0.97,1.0,1.0,0.66,0.53,0.67,0.71,0.45
orc.csv,0.11,0.0,1.0,0.11,0.86,0.61,0.26,0.18,0.0,0.0,1.0,0.64,0.55,0.83,0.18,0.2
plato.csv,0.32,0.78,0.62,0.85,1.0,0.85,0.9,0.79,1.0,0.0,1.0,0.95,0.77,0.85,0.71,0.94
proftp.csv,0.11,0.36,0.5,0.7,0.48,0.15,0.39,0.5,1.0,0.4,0.0,0.42,0.02,0.31,0.43,0.19
rodin-b-sharp.csv,0.0,0.5,0.06,0.08,0.14,0.23,0.95,0.14,0.03,0.0,0.0,0.2,0.0,0.09,0.11,0.23
uclmda.csv,0.05,0.02,0.12,0.01,0.05,0.38,0.03,0.04,0.17,0.01,0.0,0.03,1.0,0.04,0.18,0.31
umber.csv,1.0,0.29,0.25,0.44,0.02,0.2,0.17,0.18,0.3,1.0,0.0,0.08,0.64,0.13,0.43,0.22
unicase.csv,0.53,0.82,0.94,0.8,0.52,0.57,0.76,0.71,0.43,0.76,0.0,0.99,0.01,0.65,0.75,0.34
wpdev.csv,1.0,1.0,1.0,1.0,1.0,0.99,1.0,0.89,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.64
