,umber.csv,wpdev.csv,orc.csv,ivatamasks.csv,plato.csv,onotoa.csv,rodin-b-sharp.csv,gwanted.csv,proftp.csv,echongl.csv,xpontus.csv,unicase.csv,uclmda.csv,google-web-toolkit.csv,findbugs.csv,codesmith.csv
codesmith.csv,0.89,1.0,0.89,0.53,0.76,0.93,0.73,0.7,0.79,0.79,0.68,0.75,0.5,0.73,0.86,0.02
echongl.csv,0.57,1.07,0.71,0.98,0.91,0.67,0.93,0.69,0.95,0.05,1.02,0.67,1.01,0.76,0.77,0.91
findbugs.csv,0.69,0.67,0.62,0.87,1.0,0.69,0.89,0.63,0.68,0.82,0.36,0.74,0.87,0.75,0.04,0.79
google-web-toolkit.csv,0.78,0.58,0.59,0.71,0.74,0.82,0.87,0.63,0.58,0.68,1.1,0.62,0.88,0.01,0.87,0.59
gwanted.csv,1.15,0.77,0.94,0.94,1.05,0.65,1.0,0.0,0.97,0.93,0.83,0.95,0.8,0.68,0.86,0.95
ivatamasks.csv,0.63,0.51,0.77,0.02,0.76,0.84,0.74,0.64,0.42,0.9,0.82,0.64,0.84,0.73,0.64,0.52
onotoa.csv,0.58,1.02,0.83,0.64,0.85,0.01,0.86,0.68,0.89,1.0,0.68,0.78,0.81,0.81,0.75,0.6
orc.csv,1.21,1.0,0.0,0.91,1.01,0.74,0.76,0.83,1.0,1.0,0.87,0.95,0.8,0.77,0.83,0.84
plato.csv,1.21,1.02,0.97,0.93,0.0,0.95,0.84,0.84,1.0,1.0,0.91,0.93,0.7,0.87,0.87,0.8
proftp.csv,0.9,0.82,0.58,0.84,0.72,0.85,0.65,0.57,0.0,0.61,1.04,0.63,1.1,0.73,0.62,0.85
rodin-b-sharp.csv,1.0,1.12,0.94,0.93,0.89,0.78,0.05,0.88,0.98,1.0,1.01,0.81,1.01,0.92,0.9,0.87
uclmda.csv,0.95,1.1,0.94,0.99,0.96,0.67,0.98,0.97,0.86,1.0,1.0,0.97,0.0,0.96,0.83,0.72
umber.csv,0.0,0.71,0.77,0.58,1.01,0.81,0.87,0.84,0.71,1.0,1.01,0.92,0.4,0.88,0.71,0.81
unicase.csv,0.57,0.53,0.6,0.73,0.54,0.66,0.49,0.64,0.73,0.53,1.22,0.02,1.3,0.68,0.88,0.92
wpdev.csv,1.0,0.0,1.0,1.0,1.0,0.94,1.0,0.79,1.0,1.0,1.0,0.98,1.0,0.97,0.98,0.87
