,fido.csv,poormans.csv,hibernate.csv,ninject.csv,geogebra.csv,fluent-nhibernate.csv,uface.csv
fido.csv,0.36,0.06,0.25,0.0,0.02,0.27,0.81
fluent-nhibernate.csv,0.09,0.48,0.36,0.25,0.43,0.48,0.46
geogebra.csv,0.05,0.49,0.44,0.29,0.52,0.41,0.62
hibernate.csv,0.11,0.44,0.49,0.19,0.44,0.18,0.73
ninject.csv,0.07,0.43,0.37,0.59,0.38,0.19,0.64
poormans.csv,0.0,0.6,0.39,0.55,0.55,0.54,0.27
uface.csv,0.1,0.43,0.47,0.21,0.44,0.22,0.95
