,adaptagrams.csv,olsrd.csv,electric-core.csv,badtrinitycore.csv,aime.csv,silvertree.csv,mumble.csv,t-2.csv,skia.csv,geochat.csv
adaptagrams.csv,0.28,0.42,0.48,0.5,0.5,0.96,0.59,0.86,0.71,0.9
aime.csv,0.72,1.0,0.88,1.0,0.35,1.0,0.89,0.95,0.81,0.8
badtrinitycore.csv,1.0,1.0,0.61,0.25,0.68,0.54,0.48,0.67,0.68,0.72
electric-core.csv,0.79,0.61,0.46,0.53,0.94,0.97,0.73,0.7,0.78,0.76
geochat.csv,0.77,0.95,0.91,0.96,0.57,1.0,0.88,0.97,1.0,0.53
mumble.csv,0.83,1.0,0.74,0.92,0.52,0.56,0.25,0.79,0.68,0.59
olsrd.csv,0.71,0.34,0.57,0.52,0.68,0.81,0.58,0.63,0.56,0.71
silvertree.csv,0.92,0.52,0.55,0.66,0.86,0.38,0.69,0.96,0.71,0.77
skia.csv,0.65,0.5,0.68,0.54,0.58,0.62,0.51,0.65,0.43,0.64
t-2.csv,0.7,0.88,0.75,0.67,0.81,0.74,0.51,0.42,0.8,0.78
