,adaptagrams.csv,olsrd.csv,electric-core.csv,badtrinitycore.csv,aime.csv,silvertree.csv,mumble.csv,t-2.csv,skia.csv,geochat.csv
adaptagrams.csv,0.88,0.76,0.6,0.57,0.57,0.04,0.52,0.19,0.35,0.1
aime.csv,0.73,1.0,0.28,0.0,0.93,0.0,0.12,0.06,0.22,0.2
badtrinitycore.csv,0.0,0.0,0.45,0.83,0.36,0.72,0.6,0.36,0.39,0.3
electric-core.csv,1.0,0.74,0.6,0.62,0.86,1.0,0.72,0.84,0.65,0.67
geochat.csv,0.23,0.93,0.42,0.04,0.64,0.0,0.12,0.03,0.0,0.53
mumble.csv,0.96,1.0,0.4,0.09,0.86,0.56,0.8,0.23,0.43,0.5
olsrd.csv,1.0,0.72,0.5,0.55,0.5,0.2,0.88,0.51,0.65,0.37
silvertree.csv,1.0,0.49,0.73,0.7,0.14,0.68,0.88,0.91,0.78,0.27
skia.csv,0.81,0.6,0.71,0.77,0.71,0.44,0.76,0.59,0.65,0.4
t-2.csv,0.38,0.22,0.37,0.51,0.57,0.8,0.68,0.63,0.35,0.47
