,opennms.csv,phet.csv,e-bio-flow.csv,aten.csv,runuomondains.csv,exl.csv
e-bio-flow.csv,96.5,344.0,95.5,98.5,192.0,75.5
exl.csv,295.0,395.0,289.5,99.0,651.0,98.5
opennms.csv,193.5,392.0,95.5,99.0,192.0,79.5
phet.csv,295.0,1405.0,95.5,99.0,415.5,291.0
runuomondains.csv,96.5,391.0,192.0,98.5,93.5,98.5
