,etics.csv,arianne.csv,linuxsh.csv,openmeetings.csv,scite-ru.csv,ifmo-game-1.csv,mvdsv.csv,plato.csv,flexpay.csv,vrjuggler.csv,projecteqemu.csv,uclmda.csv,jcl.csv,chrysalis.csv
arianne.csv,0.25,0.72,0.17,0.45,0.29,0.08,0.09,0.84,0.18,0.21,0.45,0.97,0.13,0.17
chrysalis.csv,0.53,0.65,0.08,0.32,0.47,0.12,0.11,0.8,0.18,0.12,0.61,0.96,0.12,0.44
etics.csv,0.62,0.64,0.28,0.2,0.5,0.05,0.13,0.71,0.19,0.13,0.66,0.99,0.23,0.31
flexpay.csv,0.0,0.53,0.12,0.14,0.22,0.05,0.0,0.84,0.28,0.25,0.32,0.98,0.5,0.18
ifmo-game-1.csv,0.8,0.47,0.0,0.15,0.0,0.25,0.18,1.0,0.26,0.25,1.0,0.95,0.12,0.2
jcl.csv,0.57,0.56,0.16,0.3,0.29,0.07,0.07,0.75,0.27,0.21,0.41,0.99,0.27,0.22
linuxsh.csv,0.23,0.52,0.38,0.14,0.0,0.5,0.33,0.86,0.2,0.0,0.58,1.0,0.09,0.25
mvdsv.csv,0.5,0.4,0.0,0.5,0.27,0.5,0.75,0.78,0.13,0.14,0.71,0.0,0.11,0.5
openmeetings.csv,0.44,0.7,0.25,0.47,0.0,0.1,0.25,0.89,0.23,0.21,0.69,0.96,0.1,0.43
plato.csv,0.22,0.51,0.17,0.14,0.25,0.08,0.09,0.94,0.17,0.21,0.47,0.96,0.12,0.14
projecteqemu.csv,0.33,0.57,0.16,0.22,1.0,0.12,0.11,1.0,0.21,0.15,0.66,0.96,0.16,0.19
scite-ru.csv,0.24,0.51,0.2,0.13,0.45,0.08,0.12,0.86,0.18,0.23,0.48,0.94,0.12,0.14
uclmda.csv,0.09,0.33,0.12,0.06,0.33,0.0,0.0,0.67,0.12,0.0,1.0,1.0,0.15,0.17
vrjuggler.csv,1.0,0.47,0.0,0.06,0.0,0.4,0.0,0.94,0.12,0.33,0.17,0.5,0.08,0.0
