,etics.csv,arianne.csv,linuxsh.csv,openmeetings.csv,scite-ru.csv,ifmo-game-1.csv,mvdsv.csv,plato.csv,flexpay.csv,vrjuggler.csv,projecteqemu.csv,uclmda.csv,jcl.csv,chrysalis.csv
arianne.csv,0.86,0.4,1.0,0.35,0.91,0.92,1.0,0.88,0.88,0.97,0.96,0.83,0.73,0.99
chrysalis.csv,0.36,0.62,0.93,0.46,0.6,0.56,0.61,0.82,0.75,0.94,0.49,0.86,1.0,0.28
etics.csv,0.27,0.75,0.48,0.56,0.91,0.89,0.53,0.92,0.67,0.9,0.48,0.36,0.5,0.46
flexpay.csv,1.0,0.7,0.92,0.81,0.87,0.89,1.0,0.73,0.59,0.78,0.86,0.67,0.93,0.68
ifmo-game-1.csv,0.69,0.77,1.01,0.67,1.0,0.27,0.68,0.95,0.64,0.63,0.89,0.9,0.79,0.93
jcl.csv,0.41,0.62,0.97,0.37,0.81,0.84,0.88,0.94,0.57,0.82,0.76,0.33,0.36,0.67
linuxsh.csv,0.72,0.75,0.33,0.75,1.0,0.71,0.36,0.87,0.65,1.0,0.65,0.4,0.8,0.93
mvdsv.csv,0.92,0.98,1.0,0.73,0.76,0.86,0.03,0.83,0.98,0.94,0.73,1.0,0.73,0.93
openmeetings.csv,0.45,0.58,0.67,0.18,1.0,0.75,0.38,0.67,0.57,0.97,0.76,0.79,0.82,0.47
plato.csv,1.0,0.88,1.0,0.95,0.89,1.0,1.0,0.33,0.94,1.0,0.89,1.0,0.97,0.78
projecteqemu.csv,0.53,0.62,0.99,0.5,0.9,0.64,0.81,0.79,0.61,0.89,0.39,0.86,0.59,0.8
scite-ru.csv,1.0,0.84,0.71,0.98,0.61,0.91,0.73,0.76,0.98,0.77,0.8,1.07,0.99,0.77
uclmda.csv,0.95,0.89,0.92,0.93,0.82,1.0,1.0,0.94,0.85,1.0,0.97,0.01,0.86,0.96
vrjuggler.csv,0.92,0.85,1.0,1.01,1.0,0.72,1.0,0.65,0.97,0.51,0.98,1.01,0.86,1.0
