,etics.csv,arianne.csv,linuxsh.csv,openmeetings.csv,scite-ru.csv,ifmo-game-1.csv,mvdsv.csv,plato.csv,flexpay.csv,vrjuggler.csv,projecteqemu.csv,uclmda.csv,jcl.csv,chrysalis.csv
arianne.csv,0.86,0.26,1.0,0.13,0.9,0.91,1.0,0.88,0.88,0.97,0.96,0.83,0.68,0.99
chrysalis.csv,0.19,0.23,0.2,0.21,0.19,0.48,0.51,0.62,0.7,0.12,0.33,0.83,1.0,0.21
etics.csv,0.14,0.15,0.47,0.38,0.04,0.23,0.41,0.25,0.57,0.22,0.24,0.33,0.26,0.28
flexpay.csv,0.0,0.63,0.13,0.78,0.69,0.25,0.03,0.62,0.24,0.78,0.42,0.67,0.01,0.4
ifmo-game-1.csv,0.02,0.35,0.13,0.49,0.04,0.23,0.14,0.0,0.25,0.46,0.0,0.83,0.74,0.06
jcl.csv,0.14,0.48,0.96,0.37,0.79,0.73,0.81,0.75,0.28,0.78,0.6,0.33,0.29,0.66
linuxsh.csv,0.48,0.28,0.27,0.31,0.06,0.03,0.13,0.12,0.45,0.02,0.22,0.0,0.48,0.04
mvdsv.csv,0.02,0.03,0.05,0.04,0.37,0.01,0.03,0.5,0.03,0.1,0.09,0.0,0.53,0.01
openmeetings.csv,0.24,0.2,0.22,0.18,0.0,0.23,0.19,0.25,0.48,0.97,0.09,0.33,0.7,0.15
plato.csv,1.0,0.87,1.0,0.95,0.85,1.0,1.0,0.25,0.94,1.0,0.89,1.0,0.97,0.51
projecteqemu.csv,0.48,0.42,0.98,0.47,0.0,0.3,0.81,0.0,0.45,0.19,0.33,0.83,0.55,0.19
scite-ru.csv,1.0,0.82,0.71,0.97,0.21,0.9,0.73,0.75,0.98,0.75,0.8,1.0,0.99,0.54
uclmda.csv,0.24,0.37,0.13,0.36,0.15,0.09,0.03,0.25,0.35,0.0,0.0,0.0,0.11,0.04
vrjuggler.csv,0.0,0.2,0.0,0.69,0.06,0.04,0.02,0.12,0.05,0.34,0.11,0.17,0.47,0.01
