,olap-navigator.csv,qgis.csv,phonon-vlc-mplayer.csv,gnupdate.csv,qse.csv,roller.csv,xpontus.csv,zoolib.csv,rebecca-aiml.csv,xapian.csv,linux-ntfs.csv
gnupdate.csv,0.76,0.69,0.94,0.94,0.54,0.57,0.71,0.99,0.92,0.8,0.55
linux-ntfs.csv,0.65,0.63,0.55,0.83,0.65,0.53,0.55,0.48,0.6,0.64,0.54
olap-navigator.csv,0.54,0.47,0.72,0.47,0.42,0.42,0.44,0.68,0.51,0.7,0.41
phonon-vlc-mplayer.csv,0.6,0.52,0.9,0.56,0.53,0.4,0.43,0.99,0.63,0.85,0.46
qgis.csv,0.68,0.55,0.72,0.47,0.51,0.44,0.46,0.57,0.54,0.51,0.5
qse.csv,0.53,0.6,0.6,0.76,0.51,0.49,0.45,0.72,0.61,0.7,0.4
rebecca-aiml.csv,0.65,0.53,0.65,0.67,0.6,0.57,0.62,0.85,0.65,0.7,0.45
roller.csv,0.47,0.53,0.73,0.47,0.71,0.42,0.4,0.88,0.58,0.77,0.35
xapian.csv,0.65,0.51,0.68,0.65,0.59,0.53,0.51,0.76,0.69,0.83,0.62
zoolib.csv,0.84,0.92,0.98,0.92,0.88,0.95,0.89,0.97,0.86,0.86,0.83
