,olap-navigator.csv,qgis.csv,phonon-vlc-mplayer.csv,gnupdate.csv,qse.csv,roller.csv,xpontus.csv,zoolib.csv,rebecca-aiml.csv,xapian.csv,linux-ntfs.csv
gnupdate.csv,0.0,0.0,2.0,0.0,2.0,0.0,117.0,6.0,9.0,11.0,2.0
linux-ntfs.csv,0.0,0.0,10.0,2.0,5.0,1.0,117.0,33.0,0.0,6.0,0.0
olap-navigator.csv,0.0,0.0,23.0,1.0,8.0,0.0,58.0,8.0,1.0,1.0,0.0
phonon-vlc-mplayer.csv,0.0,0.0,0.0,7.0,4.0,1.0,74.0,1.0,4.0,0.0,1.0
qgis.csv,0.0,0.0,7.0,11.0,10.0,0.0,69.0,8.0,55.0,2.0,3.0
qse.csv,0.0,0.0,1.0,1.0,0.0,0.0,22.0,1.0,25.0,2.0,3.0
rebecca-aiml.csv,1.0,0.0,1.0,2.0,6.0,0.0,24.0,16.0,0.0,0.0,1.0
roller.csv,0.0,0.0,4.0,5.0,0.0,0.0,117.0,8.0,5.0,6.0,1.0
xapian.csv,0.0,0.0,1.0,8.0,4.0,0.0,17.0,4.0,2.0,0.0,2.0
zoolib.csv,0.0,0.0,6.0,1.0,3.0,0.0,117.0,1.0,3.0,4.0,0.0
