,guineu.csv,owlib.csv,prelude.csv,owfs.csv,octave.csv,mpqc.csv,inkscape.csv,robocode.csv,checker-framework.csv,uwom-server.csv,nsis.csv,zengine.csv,scenemonitor.csv,pustefix.csv,pamguard.csv,customsagetv.csv,clamav.csv,papertoolkit.csv,gss.csv,tango-cs.csv
checker-framework.csv,0.75,0.94,0.83,0.73,0.55,0.91,0.78,0.58,0.29,0.76,0.94,0.59,0.69,0.7,0.69,0.77,0.59,0.63,0.65,0.94
clamav.csv,0.61,0.81,0.45,0.71,0.63,0.84,0.72,0.86,0.4,0.55,0.76,0.6,0.84,0.94,0.7,0.73,0.4,0.5,0.78,0.89
customsagetv.csv,0.77,0.87,0.76,0.73,0.5,0.91,0.72,0.91,0.66,0.71,0.85,0.82,0.9,0.83,0.73,0.16,0.95,0.68,0.62,0.81
gss.csv,0.96,0.58,0.41,0.74,0.51,0.82,0.62,0.61,0.47,0.65,0.76,0.61,0.66,0.85,0.83,0.84,0.49,0.68,0.37,0.83
guineu.csv,0.45,0.65,1.0,0.91,0.74,0.9,0.63,0.71,1.02,0.85,0.87,0.83,0.9,0.91,0.84,0.19,1.0,0.68,0.64,0.66
inkscape.csv,0.84,0.54,1.0,1.0,0.74,0.95,0.35,0.76,0.73,0.67,0.93,1.0,0.94,0.87,0.97,0.8,0.94,0.78,0.67,0.67
mpqc.csv,0.87,0.97,1.0,1.0,0.85,0.42,0.92,0.78,1.05,0.91,0.71,0.73,0.9,0.93,0.96,0.89,0.96,0.71,0.98,0.74
nsis.csv,0.79,0.9,0.58,0.82,0.95,0.6,0.9,0.94,0.76,0.75,0.33,0.53,0.9,0.77,0.83,0.43,0.97,0.9,0.78,0.81
octave.csv,0.68,0.66,0.88,0.77,0.52,0.88,0.67,0.89,0.93,0.68,0.88,0.69,0.72,0.74,0.78,0.86,0.53,1.02,0.83,0.77
owfs.csv,0.86,0.85,1.0,0.61,0.63,0.92,0.79,0.88,0.95,0.88,0.72,0.57,0.88,0.95,0.75,0.82,0.61,0.78,0.82,0.81
owlib.csv,0.71,0.43,0.5,0.57,0.57,0.92,0.57,0.53,0.45,0.61,0.64,0.71,0.49,0.53,0.67,0.86,0.51,0.66,0.4,0.75
pamguard.csv,0.83,0.79,1.01,0.8,0.55,0.79,0.82,0.78,0.63,0.83,0.9,0.74,0.64,0.79,0.54,1.1,0.97,1.04,0.53,0.69
papertoolkit.csv,0.68,0.74,0.98,0.92,0.83,0.79,0.62,0.74,0.88,0.62,0.85,0.59,0.9,0.79,0.85,0.83,0.9,0.13,0.79,0.68
prelude.csv,0.98,0.92,0.28,0.77,0.83,0.96,0.88,0.93,0.71,0.85,1.07,0.55,0.84,0.97,0.97,0.84,0.92,0.7,0.8,0.93
pustefix.csv,0.62,0.7,0.65,0.73,0.63,0.81,0.57,0.58,0.53,0.68,0.93,0.7,0.9,0.58,0.57,0.63,0.61,0.44,0.58,0.83
robocode.csv,0.61,0.58,1.0,0.5,0.56,0.86,0.47,0.41,0.73,0.52,0.77,0.58,0.76,0.59,0.67,0.69,0.65,0.6,0.54,0.82
scenemonitor.csv,0.7,0.97,0.98,0.73,0.73,0.68,0.8,0.58,0.71,0.72,0.91,0.72,0.37,0.71,0.88,1.01,0.59,0.7,0.63,0.67
tango-cs.csv,0.66,0.71,0.93,0.69,0.7,0.82,0.51,0.52,0.35,0.61,0.91,0.57,0.72,0.65,0.68,1.09,0.56,0.67,0.76,0.61
uwom-server.csv,0.88,0.79,1.0,1.01,0.67,0.77,0.69,0.72,0.53,0.5,0.71,0.56,0.67,0.88,0.84,0.57,0.6,0.72,0.89,0.69
zengine.csv,1.0,0.99,0.48,0.94,0.95,0.93,0.97,1.0,0.86,0.95,1.0,0.16,0.94,0.94,1.0,0.84,0.87,0.97,0.95,0.99
