,barracudamvc.csv,sevenupdate.csv,mclient-mume.csv,dxengine.csv,jsidplay2.csv,sblim.csv,springside.csv,swtfox.csv,tmva.csv,calcubetimer.csv,freedom-erp.csv,joustsim.csv,madman.csv,reaper3d.csv,primefaces.csv,chaosrts.csv
barracudamvc.csv,0.25,1.0,1.0,0.92,0.85,0.98,0.99,0.85,0.9,1.0,1.0,0.92,1.0,0.98,1.0,1.0
calcubetimer.csv,0.35,0.5,0.56,0.9,0.25,0.67,0.04,0.78,0.98,0.0,0.89,0.37,0.88,0.26,0.41,0.26
chaosrts.csv,0.65,0.0,0.37,0.73,0.1,0.42,0.28,0.75,0.47,0.25,0.26,0.28,0.47,0.79,0.04,0.16
dxengine.csv,0.05,0.0,0.07,0.39,0.8,0.5,0.79,0.49,0.25,1.0,0.0,0.62,0.35,0.61,0.67,0.21
freedom-erp.csv,0.2,0.0,0.04,0.02,0.05,0.02,0.0,0.38,0.02,0.0,0.3,0.15,0.04,0.0,0.11,0.47
joustsim.csv,0.45,0.83,0.3,0.61,0.15,0.93,0.2,0.29,0.72,0.25,0.23,0.13,0.51,0.79,0.56,0.0
jsidplay2.csv,0.6,0.33,0.52,0.69,0.3,0.56,0.55,0.83,0.4,0.75,0.94,0.67,0.63,0.48,0.26,0.74
madman.csv,0.5,0.17,0.44,0.16,0.45,0.62,0.66,0.46,0.25,0.25,0.07,0.23,0.18,0.21,0.37,0.47
mclient-mume.csv,0.4,1.0,0.11,0.71,0.15,0.26,0.58,0.02,0.52,0.0,0.01,0.03,0.35,0.68,0.22,0.21
primefaces.csv,0.6,0.17,0.48,0.78,0.2,0.43,0.49,0.88,0.97,0.25,0.01,0.52,0.8,0.78,0.19,0.21
reaper3d.csv,0.4,0.5,0.07,0.33,0.5,0.52,0.3,0.37,0.1,0.25,0.53,0.1,0.27,0.31,0.63,0.16
sblim.csv,0.45,0.17,0.59,0.8,0.05,0.23,0.02,0.18,0.98,0.0,0.19,0.15,0.76,0.17,0.22,0.16
sevenupdate.csv,1.0,0.0,0.7,0.92,0.95,0.98,0.98,1.0,1.0,1.0,1.0,1.0,0.88,1.0,1.0,1.0
springside.csv,0.55,0.83,0.3,0.43,0.25,0.4,0.31,0.52,0.3,0.0,0.14,0.15,0.47,0.73,0.67,0.26
swtfox.csv,0.55,0.5,0.78,0.0,0.75,0.18,0.93,0.17,0.0,0.75,0.09,0.37,0.53,0.66,0.81,0.47
tmva.csv,1.0,1.0,0.7,0.55,0.95,0.81,0.6,0.86,0.35,1.0,1.0,1.0,0.51,0.69,0.81,0.95
