,barracudamvc.csv,sevenupdate.csv,mclient-mume.csv,dxengine.csv,jsidplay2.csv,sblim.csv,springside.csv,swtfox.csv,tmva.csv,calcubetimer.csv,freedom-erp.csv,joustsim.csv,madman.csv,reaper3d.csv,primefaces.csv,chaosrts.csv
barracudamvc.csv,0.37,1.0,1.0,0.98,0.89,0.98,0.99,0.86,0.92,1.0,1.0,0.93,1.01,0.98,1.0,1.0
calcubetimer.csv,0.82,0.62,1.09,0.92,0.38,0.68,0.96,0.94,0.99,0.16,0.89,0.46,0.91,0.91,0.77,0.8
chaosrts.csv,0.71,0.67,0.65,0.8,0.72,0.96,0.45,0.8,0.5,0.61,0.79,0.46,0.49,0.79,0.8,0.26
dxengine.csv,0.87,0.8,0.54,0.47,1.01,0.55,0.86,0.59,0.74,1.24,1.0,0.95,0.51,0.66,0.75,0.94
freedom-erp.csv,0.86,0.98,1.0,1.0,0.78,0.95,1.0,1.0,0.99,0.68,0.39,0.83,1.0,1.0,0.81,0.86
joustsim.csv,0.68,0.84,0.38,0.63,0.83,0.95,0.6,0.76,0.84,0.67,0.96,0.16,0.53,0.8,0.76,0.88
jsidplay2.csv,0.75,0.56,0.9,0.78,0.35,0.64,0.71,0.93,0.62,0.78,0.94,0.69,0.81,0.79,0.84,0.77
madman.csv,0.79,0.79,0.62,0.87,0.84,0.63,0.78,0.7,0.76,0.89,0.95,0.76,0.31,1.02,0.62,0.7
mclient-mume.csv,0.64,1.07,0.2,0.73,0.93,0.52,0.76,0.95,0.67,0.91,0.99,0.73,0.51,0.72,0.66,0.68
primefaces.csv,0.85,0.87,0.54,0.79,0.76,0.53,0.69,0.88,0.99,0.77,1.0,0.69,0.8,0.87,0.37,0.74
reaper3d.csv,0.78,0.65,0.74,0.47,0.6,0.61,0.72,0.75,0.9,0.51,0.62,0.82,0.57,0.33,0.8,0.93
sblim.csv,0.84,0.67,0.64,0.81,0.85,0.23,0.98,0.87,0.99,0.82,0.77,0.39,0.77,0.89,0.62,0.71
sevenupdate.csv,1.0,0.27,0.71,0.92,1.0,0.98,0.98,1.0,1.0,1.0,1.0,1.0,0.88,1.0,1.0,1.0
springside.csv,0.63,0.99,0.38,0.5,0.77,0.58,0.4,0.83,0.68,0.64,0.82,0.48,0.49,0.74,0.75,0.66
swtfox.csv,0.63,0.6,0.78,1.0,0.93,0.97,0.93,0.37,0.99,1.06,0.95,0.73,0.59,0.76,0.91,0.7
tmva.csv,1.0,1.02,0.99,0.73,0.95,1.09,0.6,0.91,0.41,1.0,1.0,1.0,0.53,0.7,0.82,0.95
