,ontomorphtab.csv,linuxsh.csv,konversation.csv,xuggle.csv,moviesandbox.csv,firebreath.csv,scite-ru.csv,co-ode-owl-plugins.csv,opengs.csv,tokratan.csv,vrjuggler.csv,gretl.csv,alleg.csv,jasperreports.csv,frogatto.csv,bwapi.csv,arm-webradio.csv
alleg.csv,0.8,0.9,0.77,0.68,0.66,0.72,0.7,0.49,0.62,0.73,0.89,0.57,0.17,0.49,0.92,0.92,0.66
arm-webradio.csv,0.76,0.6,0.6,0.7,0.86,0.64,0.81,0.91,0.85,0.43,0.68,0.87,0.72,1.0,0.85,0.58,0.0
bwapi.csv,0.56,0.76,0.79,0.79,0.9,0.96,0.68,0.9,0.72,0.61,0.71,0.71,0.81,0.8,0.61,0.04,0.82
co-ode-owl-plugins.csv,0.68,0.55,1.01,0.88,0.44,0.78,1.0,0.06,0.55,0.98,0.94,0.69,0.78,0.38,0.51,0.96,0.26
firebreath.csv,0.5,0.68,0.5,0.7,0.54,0.04,0.84,0.87,0.5,0.62,0.88,0.99,0.87,0.95,0.56,0.63,0.91
frogatto.csv,0.66,0.54,0.42,0.59,0.53,0.63,0.63,0.72,0.6,0.55,0.8,0.59,0.68,0.26,0.04,0.84,0.83
gretl.csv,0.91,0.81,0.82,0.95,1.0,0.87,0.61,0.83,0.86,0.99,0.89,0.03,0.93,0.74,0.86,0.94,0.89
jasperreports.csv,0.87,1.0,0.83,0.85,1.0,0.93,0.9,0.59,0.93,0.88,1.0,0.98,0.98,0.04,1.0,0.99,1.0
konversation.csv,0.88,0.78,0.08,0.85,0.68,0.92,0.84,0.73,0.89,0.55,1.0,0.82,0.82,0.63,0.74,0.94,0.6
linuxsh.csv,0.92,0.02,0.44,0.63,0.83,0.65,0.84,1.04,0.64,0.62,0.63,0.71,0.74,1.07,0.79,0.75,0.75
moviesandbox.csv,0.71,0.68,0.34,0.65,0.11,0.7,0.76,0.85,0.62,0.46,0.85,0.63,0.69,0.49,0.68,0.78,0.54
ontomorphtab.csv,0.03,0.61,0.95,0.64,0.9,0.57,0.91,0.85,0.75,0.6,0.94,0.55,0.71,0.42,0.75,0.91,0.56
opengs.csv,0.69,0.74,0.37,0.44,0.43,0.68,0.9,0.78,0.02,0.6,0.89,0.58,0.72,0.46,0.59,0.85,0.71
scite-ru.csv,0.73,0.83,0.88,0.75,0.93,0.82,0.15,0.53,0.73,0.78,0.78,0.89,0.93,0.81,0.98,0.96,0.95
tokratan.csv,0.83,1.0,0.38,0.65,0.84,0.78,0.77,1.02,0.96,0.2,0.77,0.85,0.77,0.85,0.81,0.96,0.66
vrjuggler.csv,0.88,1.0,0.69,0.91,0.85,0.92,0.8,0.95,0.93,0.93,0.07,0.97,0.97,0.74,0.8,0.96,0.72
xuggle.csv,0.92,0.93,0.6,0.11,0.77,0.83,0.86,0.75,0.67,0.88,1.0,0.82,0.9,0.98,0.92,0.64,1.01
