,ontomorphtab.csv,linuxsh.csv,konversation.csv,xuggle.csv,moviesandbox.csv,firebreath.csv,scite-ru.csv,co-ode-owl-plugins.csv,opengs.csv,tokratan.csv,vrjuggler.csv,gretl.csv,alleg.csv,jasperreports.csv,frogatto.csv,bwapi.csv,arm-webradio.csv
alleg.csv,0.47,0.24,0.16,0.19,0.53,0.4,0.35,0.38,0.62,0.17,0.15,0.69,0.9,0.17,0.42,0.55,0.43
arm-webradio.csv,0.68,0.33,0.26,0.23,0.64,0.49,0.3,0.12,0.46,0.33,0.37,0.79,0.61,0.1,0.45,0.66,1.0
bwapi.csv,0.76,0.28,0.23,0.21,0.66,0.57,0.51,0.29,0.44,0.28,0.36,0.87,0.75,0.11,0.69,0.98,0.41
co-ode-owl-plugins.csv,0.47,0.34,0.0,0.13,0.73,0.32,0.0,0.94,0.58,0.1,0.09,0.49,0.37,0.24,0.64,0.47,0.74
firebreath.csv,0.66,0.32,0.3,0.19,0.65,0.97,0.41,0.2,0.64,0.22,0.36,0.79,0.72,0.07,0.58,0.56,0.39
frogatto.csv,0.5,0.36,0.35,0.28,0.7,0.53,0.42,0.24,0.51,0.27,0.22,0.76,0.51,0.29,0.97,0.58,0.38
gretl.csv,0.77,0.31,0.24,0.19,0.7,0.51,0.47,0.32,0.58,0.19,0.2,1.0,0.74,0.12,0.65,0.87,0.4
jasperreports.csv,0.63,0.0,0.29,0.24,0.0,0.12,0.17,0.34,0.13,0.15,0.0,0.04,0.04,0.98,0.0,0.02,0.0
konversation.csv,0.33,0.21,0.96,0.19,0.47,0.14,0.22,0.29,0.19,0.25,0.0,0.53,0.41,0.19,0.4,0.12,0.55
linuxsh.csv,0.5,0.96,0.33,0.23,0.61,0.45,0.36,0.08,0.56,0.24,0.34,0.53,0.42,0.03,0.53,0.48,0.36
moviesandbox.csv,0.44,0.3,0.43,0.24,0.94,0.4,0.34,0.16,0.49,0.31,0.18,0.56,0.56,0.25,0.46,0.37,0.59
ontomorphtab.csv,0.99,0.33,0.06,0.31,0.19,0.57,0.14,0.17,0.59,0.26,0.1,0.65,0.49,0.25,0.38,0.46,0.5
opengs.csv,0.48,0.29,0.47,0.38,0.72,0.43,0.16,0.26,0.98,0.25,0.15,0.59,0.44,0.18,0.54,0.26,0.43
scite-ru.csv,0.73,0.19,0.1,0.16,0.12,0.27,0.86,0.36,0.62,0.19,0.24,0.21,0.14,0.09,0.05,0.08,0.26
tokratan.csv,0.29,0.0,0.38,0.27,0.27,0.33,0.31,0.0,0.09,0.86,0.24,0.62,0.51,0.14,0.32,0.08,0.48
vrjuggler.csv,0.26,0.0,0.26,0.12,0.26,0.15,0.26,0.07,0.13,0.1,0.91,0.05,0.07,0.15,0.32,0.1,0.41
xuggle.csv,0.5,0.3,0.26,0.93,0.62,0.48,0.37,0.26,0.61,0.14,0.0,0.83,0.74,0.06,0.57,0.74,0.2
