,ontomorphtab.csv,linuxsh.csv,konversation.csv,xuggle.csv,moviesandbox.csv,firebreath.csv,scite-ru.csv,co-ode-owl-plugins.csv,opengs.csv,tokratan.csv,vrjuggler.csv,gretl.csv,alleg.csv,jasperreports.csv,frogatto.csv,bwapi.csv,arm-webradio.csv
alleg.csv,0.4,0.73,0.33,0.5,0.48,0.43,0.43,0.72,0.83,0.53,0.19,0.57,0.83,0.62,0.44,0.46,0.34
arm-webradio.csv,0.74,0.45,0.75,0.85,0.77,0.58,0.43,0.22,0.63,0.87,0.75,0.76,0.6,1.0,0.47,0.54,1.0
bwapi.csv,0.8,0.73,0.92,0.87,0.84,1.0,0.9,0.94,0.48,1.0,0.75,0.88,0.9,0.92,0.81,0.97,0.83
co-ode-owl-plugins.csv,0.34,0.64,0.0,0.13,0.73,0.23,0.0,0.94,0.67,0.4,0.06,0.33,0.27,0.69,0.61,0.37,0.77
firebreath.csv,0.54,0.82,0.67,0.59,0.64,0.97,0.76,0.5,0.76,0.6,0.94,0.79,0.86,0.58,0.5,0.41,0.86
frogatto.csv,0.37,0.55,0.83,0.46,0.73,0.67,0.57,0.33,0.52,0.53,0.25,0.68,0.42,1.0,0.97,0.49,0.74
gretl.csv,0.97,0.91,1.0,0.89,0.98,0.82,0.71,1.0,0.91,0.93,0.38,1.0,0.92,0.96,0.86,0.98,0.86
jasperreports.csv,0.69,0.0,0.17,0.15,0.0,0.07,0.1,0.78,0.07,0.6,0.0,0.02,0.02,0.96,0.0,0.01,0.0
konversation.csv,0.26,0.27,0.92,0.15,0.32,0.08,0.19,0.28,0.13,0.67,0.0,0.4,0.34,0.38,0.31,0.06,0.4
linuxsh.csv,0.49,1.0,0.75,0.46,0.7,0.38,0.62,0.17,0.7,0.8,0.5,0.39,0.32,0.27,0.58,0.35,0.26
moviesandbox.csv,0.31,0.73,0.75,0.39,0.89,0.38,0.24,0.28,0.46,0.67,0.19,0.4,0.5,0.54,0.33,0.24,0.46
ontomorphtab.csv,0.97,0.73,0.08,0.37,0.11,0.72,0.1,0.17,0.85,0.87,0.06,0.5,0.4,0.62,0.28,0.35,0.46
opengs.csv,0.37,0.27,0.67,0.61,0.7,0.33,0.14,0.22,0.98,0.47,0.12,0.42,0.33,0.65,0.44,0.15,0.77
scite-ru.csv,0.83,0.18,0.17,0.33,0.07,0.18,0.86,0.72,0.93,0.73,0.25,0.12,0.08,0.73,0.03,0.04,0.49
tokratan.csv,0.17,0.0,0.83,0.37,0.18,0.23,0.24,0.0,0.06,0.8,0.38,0.52,0.45,0.15,0.19,0.04,0.34
vrjuggler.csv,0.17,0.0,0.33,0.09,0.16,0.08,0.29,0.06,0.07,0.07,0.94,0.03,0.03,0.27,0.22,0.06,0.29
xuggle.csv,0.49,1.0,0.75,0.89,0.7,0.7,0.67,0.67,0.85,0.53,0.0,0.83,0.91,0.46,0.72,0.69,0.34
