,ontomorphtab.csv,linuxsh.csv,konversation.csv,xuggle.csv,moviesandbox.csv,firebreath.csv,scite-ru.csv,co-ode-owl-plugins.csv,opengs.csv,tokratan.csv,vrjuggler.csv,gretl.csv,alleg.csv,jasperreports.csv,frogatto.csv,bwapi.csv,arm-webradio.csv
alleg.csv,0.56,0.15,0.1,0.12,0.6,0.38,0.3,0.26,0.49,0.1,0.12,0.88,0.97,0.1,0.4,0.68,0.57
arm-webradio.csv,0.63,0.26,0.16,0.13,0.54,0.43,0.23,0.09,0.37,0.2,0.24,0.81,0.62,0.05,0.44,0.84,1.0
bwapi.csv,0.72,0.17,0.13,0.12,0.54,0.39,0.35,0.17,0.4,0.16,0.24,0.86,0.64,0.06,0.6,0.99,0.27
co-ode-owl-plugins.csv,0.75,0.23,0.0,0.12,0.73,0.5,0.0,0.94,0.51,0.06,0.14,0.91,0.6,0.15,0.67,0.64,0.71
firebreath.csv,0.83,0.2,0.19,0.12,0.67,0.97,0.28,0.12,0.55,0.13,0.22,0.8,0.62,0.04,0.69,0.86,0.26
frogatto.csv,0.76,0.27,0.22,0.2,0.67,0.44,0.33,0.19,0.5,0.18,0.19,0.87,0.65,0.17,0.97,0.72,0.25
gretl.csv,0.64,0.19,0.14,0.1,0.55,0.37,0.35,0.19,0.43,0.1,0.14,0.99,0.61,0.07,0.53,0.78,0.26
jasperreports.csv,0.59,0.0,1.0,0.58,0.0,0.67,0.67,0.22,0.67,0.08,0.0,1.0,0.5,1.0,0.0,1.0,0.0
konversation.csv,0.47,0.17,1.0,0.26,0.88,0.5,0.27,0.29,0.33,0.15,0.0,0.77,0.53,0.13,0.58,0.89,0.88
linuxsh.csv,0.52,0.92,0.21,0.15,0.53,0.53,0.25,0.05,0.46,0.14,0.26,0.84,0.64,0.02,0.49,0.77,0.6
moviesandbox.csv,0.73,0.19,0.3,0.18,1.0,0.43,0.62,0.11,0.51,0.2,0.18,0.91,0.63,0.16,0.75,0.81,0.84
ontomorphtab.csv,1.0,0.21,0.05,0.27,0.5,0.47,0.29,0.17,0.45,0.15,0.25,0.91,0.62,0.16,0.59,0.66,0.55
opengs.csv,0.68,0.3,0.36,0.27,0.74,0.59,0.18,0.31,0.98,0.17,0.18,0.95,0.67,0.1,0.7,0.9,0.29
scite-ru.csv,0.66,0.2,0.07,0.11,0.75,0.52,0.86,0.24,0.47,0.11,0.24,0.85,0.5,0.05,0.25,0.83,0.18
tokratan.csv,0.86,0.0,0.24,0.21,0.53,0.56,0.45,0.0,0.21,0.92,0.18,0.78,0.57,0.13,0.88,1.0,0.8
vrjuggler.csv,0.5,0.0,0.21,0.21,0.7,0.71,0.24,0.09,0.5,0.2,0.88,1.0,0.75,0.11,0.57,0.5,0.71
xuggle.csv,0.52,0.18,0.16,0.98,0.55,0.36,0.25,0.16,0.48,0.08,0.0,0.83,0.62,0.03,0.47,0.81,0.14
