,ontomorphtab.csv,linuxsh.csv,konversation.csv,xuggle.csv,moviesandbox.csv,firebreath.csv,scite-ru.csv,co-ode-owl-plugins.csv,opengs.csv,tokratan.csv,vrjuggler.csv,gretl.csv,alleg.csv,jasperreports.csv,frogatto.csv,bwapi.csv,arm-webradio.csv
alleg.csv,0.6,0.49,0.56,0.57,0.63,0.59,0.53,0.68,0.44,0.54,0.48,0.38,0.47,0.56,0.6,0.62,0.71
arm-webradio.csv,0.54,0.68,0.55,0.53,0.41,0.51,0.62,0.64,0.48,0.59,0.45,0.5,0.55,0.46,0.56,0.64,0.71
bwapi.csv,0.38,0.4,0.43,0.47,0.4,0.41,0.31,0.37,0.52,0.45,0.39,0.42,0.41,0.42,0.4,0.56,0.6
co-ode-owl-plugins.csv,0.56,0.7,0.9,0.98,0.39,0.96,0.0,0.94,0.51,0.52,0.86,0.74,0.78,0.74,0.55,0.5,0.63
firebreath.csv,0.52,0.49,0.62,0.63,0.43,0.62,0.38,0.47,0.51,0.46,0.39,0.47,0.48,0.51,0.54,0.69,0.59
frogatto.csv,0.65,0.64,0.49,0.77,0.42,0.51,0.5,0.59,0.48,0.6,0.57,0.51,0.56,0.53,0.47,0.49,0.59
gretl.csv,0.45,0.39,0.41,0.51,0.4,0.42,0.42,0.43,0.4,0.41,0.49,0.44,0.45,0.46,0.41,0.47,0.56
jasperreports.csv,0.56,0.0,0.5,0.92,0.0,0.83,0.67,0.66,0.83,0.49,0.0,0.67,0.75,0.96,0.0,0.0,0.0
konversation.csv,0.95,0.94,0.91,0.96,0.62,0.9,0.93,0.94,0.95,0.72,0.5,0.85,0.95,0.76,0.74,0.89,0.69
linuxsh.csv,0.64,0.92,0.55,0.66,0.43,0.7,0.37,0.49,0.41,0.61,0.55,0.52,0.61,0.57,0.53,0.7,0.93
moviesandbox.csv,0.67,0.52,0.5,0.77,0.51,0.67,0.88,0.57,0.53,0.55,0.76,0.52,0.51,0.68,0.75,0.7,0.84
ontomorphtab.csv,0.44,0.5,0.82,0.86,0.9,0.4,0.86,0.94,0.36,0.41,0.75,0.49,0.59,0.7,0.71,0.48,0.72
opengs.csv,0.53,0.8,0.59,0.65,0.38,0.65,0.94,0.92,0.61,0.62,0.91,0.42,0.58,0.48,0.52,0.76,0.68
scite-ru.csv,0.52,0.9,0.96,0.95,0.75,0.95,0.67,0.75,0.43,0.54,0.94,0.95,0.93,0.58,0.75,0.83,0.73
tokratan.csv,0.86,0.0,0.56,0.84,0.8,0.96,0.91,0.94,0.93,0.92,0.7,0.66,0.66,0.97,0.88,0.8,0.93
vrjuggler.csv,0.92,0.5,0.95,0.95,0.9,0.86,0.68,0.91,0.88,0.8,0.94,0.75,0.75,0.98,0.86,0.93,0.86
xuggle.csv,0.73,0.45,0.45,0.98,0.39,0.49,0.42,0.54,0.47,0.56,0.0,0.5,0.48,0.56,0.47,0.58,0.77
