,sqlpower-library.csv,stuproa-cims.csv,galaxium.csv,itext.csv,smartgwt.csv,fido.csv,bzbyte.csv,mediaportal.csv,mecat.csv,fleet-simulator.csv,ninject.csv,fluent-nhibernate.csv,uface.csv
bzbyte.csv,0.0,6.0,10.0,63.0,387.0,16.0,0.0,636.0,25.0,2.0,33.0,49.0,0.0
fido.csv,0.0,0.0,121.0,63.0,0.0,2.0,1.0,12.0,62.0,0.0,59.0,8.0,0.0
fleet-simulator.csv,0.0,2.0,4.0,5.0,2.0,15.0,2.0,16.0,21.0,0.0,37.0,17.0,6.0
fluent-nhibernate.csv,0.0,23.0,3.0,0.0,3.0,18.0,0.0,6.0,13.0,0.0,7.0,1.0,0.0
galaxium.csv,0.0,4.0,2.0,2.0,2.0,17.0,2.0,3.0,26.0,2.0,28.0,45.0,0.0
itext.csv,0.0,1.0,1.0,0.0,4.0,29.0,0.0,10.0,29.0,2.0,13.0,42.0,0.0
mecat.csv,0.0,6.0,121.0,0.0,5.0,106.0,0.0,2.0,0.0,61.0,59.0,9.0,161.0
mediaportal.csv,0.0,0.0,2.0,0.0,2.0,106.0,0.0,0.0,6.0,0.0,1.0,8.0,0.0
ninject.csv,0.0,6.0,5.0,1.0,11.0,11.0,0.0,21.0,19.0,7.0,1.0,27.0,0.0
smartgwt.csv,0.0,1.0,3.0,2.0,0.0,7.0,0.0,4.0,62.0,2.0,21.0,46.0,0.0
sqlpower-library.csv,0.0,4.0,7.0,10.0,2.0,22.0,3.0,23.0,12.0,2.0,31.0,29.0,0.0
stuproa-cims.csv,3.0,1.0,2.0,0.0,0.0,106.0,74.0,1.0,16.0,61.0,25.0,12.0,5.0
uface.csv,2.0,13.0,4.0,0.0,1.0,10.0,2.0,3.0,11.0,0.0,18.0,32.0,0.0
