,encog-java.csv,h2database.csv,raven-monitoring.csv,jaql.csv,bochs.csv,v8.csv
bochs.csv,1651.5,1078.0,576.0,395.0,98.5,99.0
encog-java.csv,870.0,154.0,53.0,190.0,98.5,93.5
h2database.csv,291.0,585.5,134.0,97.5,98.5,95.5
jaql.csv,1260.0,956.5,279.5,295.0,98.5,98.5
raven-monitoring.csv,2030.0,1618.5,93.5,196.0,96.5,99.0
v8.csv,3196.5,483.5,576.0,286.5,194.0,99.0
