,gpsmid.csv,emftriple.csv,bzbyte.csv,fluent-nhibernate.csv,xamj.csv,columba.csv
bzbyte.csv,0.55,0.14,0.83,0.19,0.0,0.0
columba.csv,0.73,0.03,0.69,0.24,0.52,0.56
emftriple.csv,0.22,0.56,0.15,0.02,0.21,0.28
fluent-nhibernate.csv,0.76,0.0,0.58,0.5,0.38,0.46
gpsmid.csv,0.83,0.04,0.85,0.39,0.53,0.5
xamj.csv,0.76,0.14,0.82,0.12,0.62,0.45
