,guineu.csv,owlib.csv,prelude.csv,owfs.csv,octave.csv,mpqc.csv,inkscape.csv,robocode.csv,checker-framework.csv,uwom-server.csv,nsis.csv,zengine.csv,zildo.csv,fluidium.csv,pamguard.csv
checker-framework.csv,0.09,0.23,0.0,0.04,0.08,0.18,0.03,0.11,0.0,0.09,0.14,0.08,0.09,0.1,0.48
fluidium.csv,0.1,0.07,0.73,0.23,0.4,0.42,0.06,0.39,0.52,0.24,0.57,0.17,0.11,0.0,0.09
guineu.csv,0.0,0.18,0.0,0.04,0.11,0.21,0.12,0.18,0.34,0.14,0.0,0.08,0.16,0.21,0.09
inkscape.csv,0.14,0.06,0.0,0.29,0.08,0.38,0.0,0.21,0.04,0.2,0.29,0.33,0.11,0.07,0.27
mpqc.csv,0.33,0.44,0.91,0.25,0.74,0.0,0.47,0.82,0.91,0.61,0.71,0.92,0.7,0.69,0.58
nsis.csv,0.71,0.89,1.0,0.9,0.93,0.94,0.91,0.46,0.79,0.88,0.0,1.0,0.86,0.76,0.73
octave.csv,0.47,0.28,0.18,0.42,0.0,0.17,0.31,0.57,0.73,0.16,0.14,0.0,0.43,0.1,0.39
owfs.csv,0.21,0.02,0.0,0.0,0.11,0.2,0.12,0.14,0.18,0.12,0.29,0.08,0.05,0.1,0.06
owlib.csv,0.41,0.0,0.91,0.9,0.89,0.58,0.44,0.71,0.82,0.39,0.86,0.42,0.45,0.66,0.21
pamguard.csv,0.76,0.49,1.0,0.6,0.2,0.19,0.31,0.5,0.64,0.4,0.0,0.08,0.52,0.14,0.0
prelude.csv,0.9,0.8,0.0,0.71,0.95,0.71,0.81,1.0,0.75,0.66,0.86,0.83,0.82,0.62,0.58
robocode.csv,0.43,0.28,0.0,0.5,0.1,0.11,0.22,0.0,0.38,0.27,0.29,0.08,0.36,0.07,0.36
uwom-server.csv,0.28,0.06,0.0,0.0,0.22,0.15,0.22,0.64,0.75,0.0,0.14,0.17,0.55,0.17,0.48
zengine.csv,0.93,0.81,1.0,0.9,0.45,0.71,0.78,0.57,0.39,0.76,0.57,0.0,0.75,0.76,0.91
zildo.csv,0.21,0.44,0.73,0.75,0.18,0.24,0.44,0.07,0.14,0.4,0.29,0.0,0.0,0.38,0.24
