,guineu.csv,owlib.csv,prelude.csv,owfs.csv,octave.csv,mpqc.csv,inkscape.csv,robocode.csv,checker-framework.csv,uwom-server.csv,nsis.csv,zengine.csv,zildo.csv,fluidium.csv,pamguard.csv
checker-framework.csv,0.0,0.0,0.0,62.0,8.0,127.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
fluidium.csv,1.0,0.0,8.0,0.0,10.0,0.0,74.0,1.0,3.0,14.0,1.0,0.0,3.0,0.0,1.0
guineu.csv,0.0,18.0,0.0,0.0,4.0,127.0,3.0,4.0,68.0,8.0,0.0,1.0,6.0,0.0,0.0
inkscape.csv,2.0,0.0,0.0,0.0,6.0,0.0,0.0,2.0,1.0,10.0,1.0,1.0,1.0,2.0,0.0
mpqc.csv,0.0,0.0,0.0,1.0,14.0,0.0,3.0,1.0,3.0,13.0,1.0,2.0,0.0,0.0,1.0
nsis.csv,0.0,6.0,0.0,1.0,14.0,1.0,4.0,3.0,2.0,25.0,0.0,2.0,0.0,0.0,0.0
octave.csv,0.0,9.0,1.0,9.0,0.0,9.0,1.0,1.0,33.0,14.0,0.0,0.0,0.0,0.0,0.0
owfs.csv,3.0,1.0,0.0,0.0,0.0,22.0,0.0,1.0,5.0,8.0,0.0,0.0,0.0,49.0,0.0
owlib.csv,2.0,0.0,7.0,1.0,11.0,1.0,3.0,1.0,3.0,12.0,1.0,1.0,7.0,0.0,1.0
pamguard.csv,0.0,19.0,0.0,1.0,7.0,1.0,2.0,8.0,3.0,16.0,0.0,0.0,2.0,2.0,0.0
prelude.csv,0.0,0.0,0.0,1.0,13.0,1.0,3.0,1.0,3.0,7.0,1.0,2.0,0.0,0.0,0.0
robocode.csv,0.0,21.0,0.0,18.0,3.0,0.0,4.0,0.0,8.0,9.0,0.0,1.0,6.0,0.0,0.0
uwom-server.csv,0.0,1.0,0.0,0.0,17.0,3.0,0.0,1.0,3.0,0.0,1.0,0.0,0.0,0.0,2.0
zengine.csv,3.0,21.0,0.0,1.0,2.0,1.0,1.0,1.0,4.0,13.0,0.0,0.0,6.0,8.0,3.0
zildo.csv,3.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,2.0,6.0,0.0,0.0,0.0,0.0,0.0
