,gpsmid.csv,emftriple.csv,fluent-nhibernate.csv,columba.csv
columba.csv,0.51,0.95,0.73,0.65
emftriple.csv,0.0,0.9,0.0,0.47
fluent-nhibernate.csv,0.77,0.9,0.94,0.79
gpsmid.csv,0.4,0.42,0.47,0.5
