,kdenlive.csv,opentibia.csv,jmri.csv,x-ray-mule.csv,taverna.csv,ivef-sdk.csv,algebsql.csv,jython.csv,projectfactory.csv,amygdala.csv,runuomondains.csv,somap.csv,tigermud.csv,chrysalis.csv,duplicati.csv,hydrate.csv,cme.csv
algebsql.csv,0.74,0.83,0.46,0.35,0.87,0.87,0.09,1.0,0.07,0.77,0.98,0.17,0.19,0.3,1.0,0.89,0.58
amygdala.csv,0.38,0.17,0.18,0.25,0.68,0.0,0.4,0.0,0.37,0.37,0.15,0.67,0.33,0.22,1.0,0.05,0.38
chrysalis.csv,0.08,0.17,0.17,0.5,0.3,0.77,0.51,0.09,0.16,0.34,0.22,0.17,0.48,0.25,0.0,0.42,0.9
cme.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.08,0.0,0.19,0.0,0.0,0.05,0.02
hydrate.csv,0.38,0.08,0.68,0.5,0.53,0.53,0.83,0.99,0.67,0.26,0.59,0.5,0.48,0.39,0.0,0.37,0.67
ivef-sdk.csv,0.74,0.33,0.49,0.7,0.62,0.0,0.63,0.0,0.79,0.2,0.07,1.0,0.38,0.6,1.0,0.0,0.65
jmri.csv,0.1,0.08,0.33,0.3,0.43,0.13,0.57,0.11,0.26,0.17,0.31,0.33,0.05,0.01,1.0,0.21,0.92
jython.csv,0.74,0.5,0.26,0.9,0.81,0.77,0.97,0.12,0.44,0.6,0.78,1.0,0.29,0.46,1.0,0.68,0.96
kdenlive.csv,0.26,0.67,0.37,0.65,0.49,0.87,0.46,0.99,0.63,0.77,0.83,0.17,0.43,0.41,0.0,0.74,0.65
opentibia.csv,0.28,0.17,0.29,0.2,0.43,0.03,0.89,0.17,0.05,0.09,0.51,0.0,0.95,0.24,0.0,0.68,0.17
projectfactory.csv,0.08,0.0,0.28,0.15,0.23,0.33,0.34,1.0,0.44,0.29,0.37,0.17,0.38,0.04,1.0,0.53,0.37
runuomondains.csv,0.1,0.08,0.42,0.4,0.42,0.97,0.71,0.15,0.74,0.46,0.15,0.17,0.38,0.17,0.0,0.42,0.67
somap.csv,1.0,1.0,0.78,0.85,0.89,1.0,0.83,1.0,0.81,0.94,0.93,0.0,1.0,0.9,0.0,1.0,0.83
taverna.csv,0.21,0.25,0.15,0.2,0.26,0.3,0.51,0.89,0.4,0.29,0.24,0.0,0.9,0.59,0.0,0.11,0.33
tigermud.csv,0.54,0.67,0.68,0.15,0.28,0.6,0.14,0.95,0.16,0.57,0.41,0.0,0.29,0.44,0.0,0.74,0.27
x-ray-mule.csv,0.26,0.08,0.27,0.2,0.55,0.0,0.37,0.0,0.74,0.2,0.03,0.5,0.1,0.43,1.0,0.05,0.29
