,x4x.csv,xharbour.csv,megasquirtavr.csv,atomsite.csv,hazelcast.csv,emisview.csv,trackit.csv,betoffice.csv,jitterbit.csv,wxlua.csv,bnetd.csv,jppf-project.csv,bionote.csv,kolmafia.csv,findbugs.csv,qedo.csv,stajistics.csv,elvishrayrenderer.csv
atomsite.csv,0.92,0.49,0.96,0.46,0.43,0.57,0.7,0.87,0.89,0.79,0.5,0.63,0.63,0.57,0.76,1.04,0.48,0.69
betoffice.csv,0.63,0.93,0.75,0.89,1.02,0.87,0.97,0.64,0.9,0.88,0.88,0.89,0.93,0.95,0.92,0.63,0.87,0.71
bionote.csv,0.77,0.33,0.71,0.83,0.67,1.0,0.86,0.85,0.69,0.8,0.9,0.8,0.2,0.67,0.65,0.92,0.6,0.66
bnetd.csv,0.84,1.0,0.89,0.59,0.86,0.62,0.81,1.0,0.62,0.67,0.34,1.0,0.76,0.43,0.83,0.96,0.91,0.86
elvishrayrenderer.csv,0.67,0.84,0.95,0.56,0.32,0.36,0.89,0.96,0.82,0.72,0.72,0.9,0.33,0.54,0.82,0.93,0.46,0.39
emisview.csv,0.79,1.0,0.76,0.65,0.57,0.39,0.83,0.86,0.52,1.0,0.65,0.86,0.57,0.62,0.82,0.91,0.55,0.97
findbugs.csv,1.01,0.49,0.98,0.67,0.71,0.79,0.55,0.79,0.38,0.85,0.89,0.69,0.77,0.6,0.63,0.86,0.86,0.7
hazelcast.csv,0.85,0.54,0.46,0.69,0.05,0.87,0.77,0.67,0.85,0.66,0.55,0.65,0.74,0.67,0.86,0.61,0.6,0.61
jitterbit.csv,1.0,0.68,0.59,0.55,0.62,0.71,0.72,0.99,0.38,0.83,0.92,0.69,0.82,0.63,0.59,1.08,0.58,0.51
jppf-project.csv,0.85,0.91,0.85,0.92,0.95,0.94,0.8,0.85,0.92,0.87,0.95,0.29,0.79,0.66,0.68,0.84,0.68,0.91
kolmafia.csv,1.0,0.69,0.99,0.54,0.38,0.98,0.89,1.0,0.77,0.68,0.5,0.76,0.9,0.45,0.99,0.96,0.76,0.7
megasquirtavr.csv,1.0,1.0,0.44,0.86,1.0,1.0,0.88,0.89,0.67,0.6,1.0,0.88,0.94,0.87,0.86,0.91,0.83,0.88
qedo.csv,0.86,1.08,0.98,0.8,0.91,0.92,0.94,0.69,0.84,0.73,0.75,0.74,0.94,0.83,0.85,0.33,0.91,0.84
stajistics.csv,0.77,0.95,1.0,0.88,0.38,0.74,0.88,0.69,0.8,0.76,0.67,0.89,0.61,1.0,0.84,0.37,0.36,0.85
trackit.csv,0.78,0.78,0.57,0.93,0.84,0.92,0.61,0.87,0.65,0.78,0.82,0.7,1.0,0.84,0.82,1.13,0.84,0.9
wxlua.csv,0.6,0.92,0.61,0.85,0.96,0.68,0.63,0.98,0.65,0.54,0.97,1.03,0.96,0.81,0.64,0.87,0.79,0.8
x4x.csv,0.48,0.93,0.89,0.82,1.08,0.77,0.86,0.75,0.91,1.02,0.93,0.8,0.91,0.86,0.66,0.87,0.8,0.9
xharbour.csv,0.93,0.25,0.63,0.62,0.42,0.71,0.58,0.77,0.63,0.68,0.76,0.87,0.48,0.55,0.73,0.94,0.64,0.59
