,wpdev.csv,mb-unit.csv,rodin-b-sharp.csv,gwanted.csv,java-gnome.csv,unicase.csv,mecat.csv
gwanted.csv,0.0,0.67,0.24,0.18,0.06,0.65,0.5
java-gnome.csv,0.5,0.12,0.27,0.43,0.12,0.23,0.27
mb-unit.csv,0.5,0.48,0.6,0.43,0.19,0.8,0.9
mecat.csv,0.0,0.01,0.1,0.09,0.0,0.14,0.1
rodin-b-sharp.csv,1.0,0.19,0.15,0.62,0.44,0.2,0.8
unicase.csv,0.0,0.92,0.74,0.57,0.88,0.42,0.9
wpdev.csv,0.0,0.99,1.0,0.92,1.0,0.99,0.92
